pcode,year,junaug_mm,n_months
NE002001,2000,167.51751740000003,3
NE002001,2001,131.6177203,3
NE002001,2002,155.43504660000002,3
NE002001,2003,187.20312840000003,3
NE002001,2004,142.15058340000002,3
NE002001,2005,212.4193148,3
NE002001,2006,97.58716509999999,3
NE002001,2007,170.1702216,3
NE002001,2008,152.6087709,3
NE002001,2009,134.26816300000002,3
NE002001,2010,273.9952086,3
NE002001,2011,115.6731934,3
NE002001,2012,192.9616765,3
NE002001,2013,132.77098876,3
NE002001,2014,166.87047590000003,3
NE002001,2015,173.5125103,3
NE002001,2016,268.8176413,3
NE002001,2017,216.3170313,3
NE002001,2018,231.35152449999998,3
NE002001,2019,198.3902248,3
NE002001,2020,202.08042709999998,3
NE002001,2021,203.2891936,3
NE002001,2022,166.9318002,3
NE002001,2023,158.2223629,3
NE002001,2024,363.236625,3
NE002001,2025,130.2932147,3
NE002001,2026,84.65479069999999,3
NE002002,1981,193.21257580000002,3
NE002002,1982,250.8564213,3
NE002002,1983,139.44120709999999,3
NE002002,1984,61.911247599999996,3
NE002002,1985,199.7429937,3
NE002002,1986,131.7544995,3
NE002002,1987,167.55994950000002,3
NE002002,1988,428.9899243,3
NE002002,1989,203.3849465,3
NE002002,1990,161.6863795,3
NE002002,1991,154.3162072,3
NE002002,1992,214.8135771,3
NE002002,1993,91.924251,3
NE002002,1994,315.8997172,3
NE002002,1995,218.42302269999996,3
NE002002,1996,118.9272588,3
NE002002,1997,128.8179859,3
NE002002,1998,220.70813579999998,3
NE002002,1999,307.6164978,3
NE002002,2000,149.87308109999998,3
NE002002,2001,115.4052168,3
NE002002,2002,134.0979037,3
NE002002,2003,150.155104,3
NE002002,2004,134.0602482,3
NE002002,2005,206.67845440000002,3
NE002002,2006,96.42123355999999,3
NE002002,2007,154.9590903,3
NE002002,2008,160.13798806,3
NE002002,2009,149.15991476,3
NE002002,2010,314.798308,3
NE002002,2011,94.95299364,3
NE002002,2012,158.71639625,3
NE002002,2013,109.04460020000002,3
NE002002,2014,176.2966317,3
NE002002,2015,177.9302301,3
NE002002,2016,237.37112,3
NE002002,2017,187.5385417,3
NE002002,2018,244.52591674,3
NE002002,2019,155.57922504,3
NE002002,2020,163.50054870000002,3
NE002002,2021,230.7537268,3
NE002002,2022,197.0076628,3
NE002002,2023,134.13913922,3
NE002002,2024,357.08001440000004,3
NE002002,2025,108.81635169999998,3
NE002002,2026,46.91392377,3
NE002003,1981,147.1299455,3
NE002003,1982,200.1746229,3
NE002003,1983,138.7050788,3
NE002003,1984,40.85830625,3
NE002003,1985,176.2375242,3
NE002003,1986,116.5516405,3
NE002003,1987,164.7116486,3
NE002003,1988,303.4364607,3
NE002003,1989,190.09258329999997,3
NE002003,1990,169.64199820000002,3
NE002003,1991,182.11452350000002,3
NE002003,1992,183.3252492,3
NE002003,1993,93.24683474,3
NE002003,1994,305.59069289999996,3
NE002003,1995,170.7652798,3
NE002003,1996,94.91072,3
NE002003,1997,105.3182395,3
NE002003,1998,218.6963099,3
NE002003,1999,306.2917311,3
NE002003,2000,150.86839129999998,3
NE002003,2001,106.1118744,3
NE002003,2002,120.77037030000001,3
NE002003,2003,149.3875263,3
NE002003,2004,130.93314139999998,3
NE002003,2005,215.3283754,3
NE002003,2006,98.09873678,3
NE002003,2007,153.623866,3
NE002003,2008,136.6957693,3
NE002003,2009,86.96893194,3
NE002003,2010,320.46126719999995,3
NE002003,2011,132.84443184999998,3
NE002003,2012,142.4666593,3
NE002003,2013,130.144791,3
NE002003,2014,156.71264105,3
NE002003,2015,187.38446999999996,3
NE002003,2016,220.88546530000002,3
NE002003,2017,191.2068218,3
NE002003,2018,177.8617639,3
NE002003,2019,263.54788126,3
NE002003,2020,140.91421680000002,3
NE002003,2021,155.7020941,3
NE002003,2022,154.7015571,3
NE002003,2023,103.689314,3
NE002003,2024,307.76877087,3
NE002003,2025,98.3570939,3
NE002003,2026,33.03244816,3
NE002004,1981,162.7228469,3
NE002004,1982,241.09340874999998,3
NE002004,1983,122.0316572,3
NE002004,1984,44.76725001,3
NE002004,1985,171.8907548,3
NE002004,1986,115.5000609,3
NE002004,1987,167.2821933,3
NE002004,1988,343.994579,3
NE002004,1989,174.2704005,3
NE002004,1990,150.28050330000002,3
NE002004,1991,155.4597535,3
NE002004,1992,193.3404983,3
NE002004,1993,77.53527935999999,3
NE002004,1994,290.7528069,3
NE002004,1995,184.7124479,3
NE002004,1996,94.2823794,3
NE002004,1997,114.3180917,3
NE002004,1998,220.86001629999998,3
NE002004,1999,308.0512005,3
NE002004,2000,146.10885435,3
NE002004,2001,94.6973935,3
NE002004,2002,110.6945365,3
NE002004,2003,133.8966986,3
NE002004,2004,131.72241512,3
NE002004,2005,204.02497749999998,3
NE002004,2006,92.58148177000001,3
NE002004,2007,145.77864,3
NE002004,2008,140.62045394,3
NE002004,2009,127.65735763,3
NE002004,2010,303.2203586,3
NE002004,2011,107.83350407,3
NE002004,2012,135.59890610000002,3
NE002004,2013,100.01200960000001,3
NE002004,2014,161.7264094,3
NE002004,2015,169.06431522000003,3
NE002004,2016,211.0794729,3
NE002004,2017,178.63259670000002,3
NE002004,2018,198.95648979999999,3
NE002004,2019,175.531744,3
NE002004,2020,139.01476885,3
NE002004,2021,152.55048499999998,3
NE002004,2022,173.0239326,3
NE002004,2023,111.93269276999999,3
NE002004,2024,299.51381219999996,3
NE002004,2025,103.2457019,3
NE002004,2026,36.38015763,3
NE002005,1981,21.21220728,3
NE002005,1982,27.02600658,3
NE002005,1983,14.01805352,3
NE002005,1984,4.518315422000001,3
NE002005,1985,31.04280374,3
NE002005,1986,19.100822845,3
NE002005,1987,30.98754798,3
NE002005,1988,79.13924094999999,3
NE002005,1989,48.01864051,3
NE002005,1990,24.27475584,3
NE002005,1991,32.83579125,3
NE002005,1992,33.148657279999995,3
NE002005,1993,10.0393067354,3
NE002005,1994,51.95623643,3
NE002005,1995,31.54079687,3
NE002005,1996,17.21133286,3
NE002005,1997,31.94561259,3
NE002005,1998,43.8176502,3
NE002005,1999,84.63694732799999,3
NE002005,2000,24.583819000000002,3
NE002005,2001,16.196881282,3
NE002005,2002,21.245261814,3
NE002005,2003,24.33014557,3
NE002005,2004,16.6794695,3
NE002005,2005,28.63775428,3
NE002005,2006,13.490694095,3
NE002005,2007,17.126229719999998,3
NE002005,2008,20.2234184,3
NE002005,2009,23.801534054,3
NE002005,2010,42.97431887,3
NE002005,2011,18.752688499999998,3
NE002005,2012,38.9784199,3
NE002005,2013,14.381047676,3
NE002005,2014,20.322067547000003,3
NE002005,2015,28.997879571,3
NE002005,2016,34.93720621,3
NE002005,2017,37.20676951,3
NE002005,2018,45.98046021,3
NE002005,2019,48.21161836,3
NE002005,2020,33.224141566,3
NE002005,2021,16.41454818,3
NE002005,2022,17.5286829,3
NE002005,2023,11.72907541,3
NE002005,2024,82.96463756000001,3
NE002005,2025,15.4342739,3
NE002005,2026,5.4408307229999995,3
NE002006,1981,137.62196235,3
NE002006,1982,164.4101417,3
NE002006,1983,86.0879027,3
NE002006,1984,33.18110129,3
NE002006,1985,132.68598179999998,3
NE002006,1986,100.78656910000001,3
NE002006,1987,126.3453001,3
NE002006,1988,285.8523733,3
NE002006,1989,146.5477059,3
NE002006,1990,111.80916110000001,3
NE002006,1991,123.01653150000001,3
NE002006,1992,131.1970157,3
NE002006,1993,70.13183285,3
NE002006,1994,228.1944168,3
NE002006,1995,197.2751067,3
NE002006,1996,101.2240958,3
NE002006,1997,106.3340426,3
NE002006,1998,166.4217164,3
NE002006,1999,285.2561525,3
NE002006,2000,118.68167600000001,3
NE002006,2001,79.9715879,3
NE002006,2002,110.6502949,3
NE002006,2003,140.4770508,3
NE002006,2004,99.88672009999999,3
NE002006,2005,156.972742,3
NE002006,2006,56.894347999999994,3
NE002006,2007,113.8862645,3
NE002006,2008,111.984472,3
NE002006,2009,133.57683980000002,3
NE002006,2010,277.44890649999996,3
NE002006,2011,73.70745845,3
NE002006,2012,124.50855376,3
NE002006,2013,76.27091197,3
NE002006,2014,140.27492402000001,3
NE002006,2015,115.12758260000001,3
NE002006,2016,185.4207019,3
NE002006,2017,154.64699099999999,3
NE002006,2018,184.20710336000002,3
NE002006,2019,152.64985919999998,3
NE002006,2020,107.90485562999999,3
NE002006,2021,121.3749305,3
NE002006,2022,109.4200351,3
NE002006,2023,82.91673915,3
NE002006,2024,246.3705209,3
NE002006,2025,77.05097899999998,3
NE002006,2026,40.94349065,3
NE003001,1981,254.8786601,3
NE003001,1982,205.81766119999997,3
NE003001,1983,125.1797616,3
NE003001,1984,108.61451930000001,3
NE003001,1985,264.35868589999995,3
NE003001,1986,266.7117718,3
NE003001,1987,163.3078304,3
NE003001,1988,308.2781688,3
NE003001,1989,285.74007670000003,3
NE003001,1990,138.9492731,3
NE003001,1991,249.91755080000001,3
NE003001,1992,236.3765794,3
NE003001,1993,174.3232195,3
NE003001,1994,249.55607199999997,3
NE003001,1995,228.39411610000002,3
NE003001,1996,176.6685725,3
NE003001,1997,175.16491290000002,3
NE003001,1998,262.1529561,3
NE003001,1999,297.14359970000004,3
NE003001,2000,186.2116922,3
NE003001,2001,302.1738277,3
NE003001,2002,220.78034029999998,3
NE003001,2003,248.9536641,3
NE003001,2004,188.1768464,3
NE003001,2005,227.28560869999998,3
NE003001,2006,246.27440159999998,3
NE003001,2007,281.6931181,3
NE003001,2008,240.7968486,3
NE003001,2009,218.10723339999998,3
NE003001,2010,264.37227429999996,3
NE003001,2011,149.9288623,3
NE003001,2012,329.76175220000005,3
NE003001,2013,262.9494197,3
NE003001,2014,340.9788956,3
NE003001,2015,283.7717176,3
NE003001,2016,342.0360642,3
NE003001,2017,259.345786,3
NE003001,2018,217.3477893,3
NE003001,2019,292.4199417,3
NE003001,2020,300.611361,3
NE003001,2021,206.05766670000003,3
NE003001,2022,276.5848898,3
NE003001,2023,151.8948804,3
NE003001,2024,331.7886118,3
NE003001,2025,293.6005768,3
NE003001,2026,103.6428311,3
NE003002,1981,344.94882359999997,3
NE003002,1982,269.73187229999996,3
NE003002,1983,204.1747446,3
NE003002,1984,177.91686220000003,3
NE003002,1985,343.6252786,3
NE003002,1986,254.51924849999997,3
NE003002,1987,216.0455698,3
NE003002,1988,409.05820090000003,3
NE003002,1989,370.4526489,3
NE003002,1990,222.36189209999998,3
NE003002,1991,330.0028831,3
NE003002,1992,364.4794159,3
NE003002,1993,240.05496520000003,3
NE003002,1994,314.6170455,3
NE003002,1995,341.8080092,3
NE003002,1996,277.93892470000003,3
NE003002,1997,220.13796180000003,3
NE003002,1998,374.97888869999997,3
NE003002,1999,379.81882,3
NE003002,2000,289.429552,3
NE003002,2001,355.9754347,3
NE003002,2002,316.2429174,3
NE003002,2003,365.83317,3
NE003002,2004,306.6148482,3
NE003002,2005,290.0974819,3
NE003002,2006,311.3689342,3
NE003002,2007,338.0308008,3
NE003002,2008,324.7081947,3
NE003002,2009,269.3908042,3
NE003002,2010,344.1115392,3
NE003002,2011,203.22098899999997,3
NE003002,2012,395.1445555,3
NE003002,2013,354.1138006,3
NE003002,2014,432.0389591,3
NE003002,2015,325.9875194,3
NE003002,2016,428.353991,3
NE003002,2017,308.73963860000003,3
NE003002,2018,330.0149558,3
NE003002,2019,393.73410160000003,3
NE003002,2020,335.8753021,3
NE003002,2021,302.3068589,3
NE003002,2022,434.8415016,3
NE003002,2023,201.9636931,3
NE003002,2024,388.0956165,3
NE003002,2025,352.6243037,3
NE003002,2026,170.2424624,3
NE003003,1981,204.1814882,3
NE003003,1982,170.32502879999998,3
NE003003,1983,118.4703825,3
NE003003,1984,74.2787493,3
NE003003,1985,160.03522500000003,3
NE003003,1986,144.5363065,3
NE003003,1987,134.50256000000002,3
NE003003,1988,206.3479092,3
NE003003,1989,197.78756044,3
NE003003,1990,139.1949707,3
NE003003,1991,147.6150508,3
NE003003,1992,180.0981298,3
NE003003,1993,130.3435153,3
NE003003,1994,165.8655695,3
NE003003,1995,156.0206485,3
NE003003,1996,94.10776179999999,3
NE003003,1997,159.9272476,3
NE003003,1998,202.43254969999998,3
NE003003,1999,342.1147624,3
NE003003,2000,173.98736839999998,3
NE003003,2001,213.0561669,3
NE003003,2002,139.28222419999997,3
NE003003,2003,177.3501537,3
NE003003,2004,120.31250550000001,3
NE003003,2005,196.07633320000002,3
NE003003,2006,140.43905990000002,3
NE003003,2007,242.13435879999997,3
NE003003,2008,172.5849684,3
NE003003,2009,121.97449885,3
NE003003,2010,251.82947330000002,3
NE003003,2011,139.64191893999998,3
NE003003,2012,301.0574828,3
NE003003,2013,259.4844767,3
NE003003,2014,284.7503049,3
NE003003,2015,213.6566917,3
NE003003,2016,297.6260891,3
NE003003,2017,232.210894,3
NE003003,2018,222.92055979999998,3
NE003003,2019,228.6885596,3
NE003003,2020,283.89267370000005,3
NE003003,2021,83.1030736,3
NE003003,2022,208.96412270000002,3
NE003003,2023,88.9575702,3
NE003003,2024,372.0282604,3
NE003003,2025,220.86714769999998,3
NE003003,2026,51.7345205,3
NE003004,1981,290.32608799999997,3
NE003004,1982,241.5594828,3
NE003004,1983,175.6050348,3
NE003004,1984,139.8630417,3
NE003004,1985,291.0462481,3
NE003004,1986,250.26538359999998,3
NE003004,1987,197.777145,3
NE003004,1988,345.9681722,3
NE003004,1989,320.867768,3
NE003004,1990,180.16481299999998,3
NE003004,1991,301.8091115,3
NE003004,1992,309.95723780000003,3
NE003004,1993,203.980717,3
NE003004,1994,282.432764,3
NE003004,1995,273.2538766,3
NE003004,1996,214.3997136,3
NE003004,1997,184.9055191,3
NE003004,1998,311.0706422,3
NE003004,1999,341.0179051,3
NE003004,2000,223.7711205,3
NE003004,2001,335.5679815,3
NE003004,2002,263.3682779,3
NE003004,2003,314.20522959999994,3
NE003004,2004,244.24231289999997,3
NE003004,2005,261.4854471,3
NE003004,2006,269.90666219999997,3
NE003004,2007,324.8372687,3
NE003004,2008,279.89697179999996,3
NE003004,2009,233.1511215,3
NE003004,2010,312.244907,3
NE003004,2011,179.5368502,3
NE003004,2012,375.8277016,3
NE003004,2013,314.7218719,3
NE003004,2014,396.40351639999994,3
NE003004,2015,303.823348,3
NE003004,2016,388.9212294,3
NE003004,2017,288.44356930000004,3
NE003004,2018,282.6366807,3
NE003004,2019,335.1914514,3
NE003004,2020,304.4528262,3
NE003004,2021,259.4785285,3
NE003004,2022,335.8655332,3
NE003004,2023,183.6177409,3
NE003004,2024,378.6490495,3
NE003004,2025,340.474332,3
NE003004,2026,126.943644,3
NE003005,1981,314.7601302,3
NE003005,1982,253.02520349999998,3
NE003005,1983,183.86961430000002,3
NE003005,1984,158.3952219,3
NE003005,1985,349.1459696,3
NE003005,1986,287.00863250000003,3
NE003005,1987,226.31613389999998,3
NE003005,1988,400.5094583,3
NE003005,1989,358.6714211,3
NE003005,1990,190.28203969999998,3
NE003005,1991,383.58568,3
NE003005,1992,315.77881529999996,3
NE003005,1993,247.0451638,3
NE003005,1994,345.3990394,3
NE003005,1995,345.5172604,3
NE003005,1996,259.024564,3
NE003005,1997,212.8366742,3
NE003005,1998,352.1515255,3
NE003005,1999,323.1951287,3
NE003005,2000,269.9618388,3
NE003005,2001,369.665957,3
NE003005,2002,298.0323323,3
NE003005,2003,308.9229763,3
NE003005,2004,244.6665084,3
NE003005,2005,282.235869,3
NE003005,2006,290.565223,3
NE003005,2007,334.1253162,3
NE003005,2008,266.9460208,3
NE003005,2009,323.409489,3
NE003005,2010,335.2612492,3
NE003005,2011,181.34521990000002,3
NE003005,2012,365.8163426,3
NE003005,2013,334.7723064,3
NE003005,2014,396.4740677,3
NE003005,2015,387.5089762,3
NE003005,2016,425.9703137,3
NE003005,2017,316.57823329999997,3
NE003005,2018,283.47657360000005,3
NE003005,2019,343.2173356,3
NE003005,2020,385.93013629999996,3
NE003005,2021,395.8245652,3
NE003005,2022,416.79445309999994,3
NE003005,2023,233.6688518,3
NE003005,2024,378.8068793,3
NE003005,2025,365.3354273,3
NE003005,2026,140.51192509999998,3
NE003006,1981,426.2276964,3
NE003006,1982,342.27523900000006,3
NE003006,1983,254.7237942,3
NE003006,1984,207.076723,3
NE003006,1985,410.3265338,3
NE003006,1986,343.04072929999995,3
NE003006,1987,284.3422099,3
NE003006,1988,549.1825610000001,3
NE003006,1989,433.333846,3
NE003006,1990,285.2637807,3
NE003006,1991,462.6859364,3
NE003006,1992,552.6353377,3
NE003006,1993,342.69345869999995,3
NE003006,1994,471.6120954,3
NE003006,1995,458.27348300000006,3
NE003006,1996,373.2719663,3
NE003006,1997,287.21907350000004,3
NE003006,1998,442.6324581,3
NE003006,1999,454.57391900000005,3
NE003006,2000,389.7827503,3
NE003006,2001,495.31602899999996,3
NE003006,2002,365.0598615,3
NE003006,2003,392.57311500000003,3
NE003006,2004,356.6903123,3
NE003006,2005,382.7438515,3
NE003006,2006,355.3785105,3
NE003006,2007,410.30548710000005,3
NE003006,2008,426.152423,3
NE003006,2009,416.95160999999996,3
NE003006,2010,409.64361759999997,3
NE003006,2011,270.98069680000003,3
NE003006,2012,520.678859,3
NE003006,2013,429.2315123,3
NE003006,2014,426.812512,3
NE003006,2015,380.0910295,3
NE003006,2016,477.2547793,3
NE003006,2017,329.71562800000004,3
NE003006,2018,435.4391621,3
NE003006,2019,428.290321,3
NE003006,2020,469.0419937,3
NE003006,2021,554.0859363,3
NE003006,2022,531.0510466999999,3
NE003006,2023,293.51322919999996,3
NE003006,2024,489.38463509999997,3
NE003006,2025,467.47257820000004,3
NE003006,2026,218.97369400000002,3
NE003007,1981,234.9243387,3
NE003007,1982,198.76622509999999,3
NE003007,1983,133.7494919,3
NE003007,1984,81.4974747,3
NE003007,1985,199.0556637,3
NE003007,1986,181.4069066,3
NE003007,1987,142.5816944,3
NE003007,1988,235.2662781,3
NE003007,1989,210.15374459999998,3
NE003007,1990,147.579013,3
NE003007,1991,179.6553172,3
NE003007,1992,260.7147394,3
NE003007,1993,139.3315832,3
