pcode,year,junjul_mm,n_pix
NE005011,1984,36.49110794067383,371
NE004009,1984,95.37910461425781,178
NE004005,1984,110.5865707397461,157
NE005002,1984,83.94927978515625,102
NE005003,1984,109.84734344482422,106
NE001006,1984,17.54116439819336,1062
NE006011,1984,63.92426300048828,314
NE006008,1984,104.3417739868164,304
NE005012,1984,44.42882537841797,593
NE004004,1984,137.91143798828125,33
NE002006,1984,37.238189697265625,330
NE004002,1984,49.542572021484375,192
NE006007,1984,94.89368438720703,141
NE005005,1984,103.55404663085938,125
NE005009,1984,70.66898345947266,389
NE004007,1984,127.50326538085938,1
NE004001,1984,120.99455261230469,58
NE007003,1984,129.9757843017578,145
NE004006,1984,140.24160766601562,125
NE006004,1984,40.192447662353516,214
NE006002,1984,29.490739822387695,100
NE003005,1984,173.23973083496094,51
NE007006,1984,168.87171936035156,131
NE005004,1984,85.63640594482422,124
NE007007,1984,117.77276611328125,123
NE006009,1984,57.17639923095703,488
NE006003,1984,100.88866424560547,44
NE002002,1984,57.32101821899414,180
NE006013,1984,149.12744140625,202
NE005007,1984,90.76512145996094,151
NE006001,1984,60.84143829345703,429
NE002005,1984,7.981914043426514,3920
NE007005,1984,155.12135314941406,74
NE007001,1984,32.87873840332031,309
NE005006,1984,79.28510284423828,124
NE007002,1984,53.55812072753906,173
NE006012,1984,50.26408386230469,170
NE006006,1984,86.67086791992188,350
NE001003,1984,2.898813247680664,9604
NE007008,1984,81.86148834228516,112
NE007010,1984,12.020950317382812,2333
NE003006,1984,148.43038940429688,82
NE005013,1984,75.05139923095703,25
NE005001,1984,44.46553421020508,464
NE007011,1984,108.37200927734375,16
NE006005,1984,58.95601272583008,48
NE002004,1984,55.2907600402832,252
NE002001,1984,53.854244232177734,59
NE001004,1985,7.424899578094482,4833
NE001005,1985,28.088483810424805,2074
NE008001,1985,156.36074829101562,17
NE004003,1985,97.94974517822266,357
NE003004,1985,194.76979064941406,300
NE003002,1985,187.98480224609375,53
NE007004,1985,103.49578857421875,698
NE007009,1985,77.14655303955078,806
NE003001,1985,172.52284240722656,105
NE004008,1985,107.33722686767578,218
NE003007,1985,155.338134765625,90
NE002003,1985,116.07452392578125,268
NE005010,1985,42.35966873168945,1005
NE005008,1985,123.41639709472656,50
NE001002,1985,14.938220977783203,2096
NE001001,1985,43.88871383666992,1741
NE003008,1985,174.96348571777344,93
NE006010,1985,217.19436645507812,213
NE003003,1985,145.4182586669922,279
NE005011,1985,74.07344055175781,371
NE004009,1985,100.18113708496094,178
NE004005,1985,132.48509216308594,157
NE005002,1985,114.10462951660156,102
NE005003,1985,124.91583251953125,106
NE001006,1985,29.415607452392578,1062
NE006011,1985,119.29125213623047,314
NE006008,1985,153.88333129882812,304
NE005012,1985,90.55784606933594,593
NE004004,1985,134.1750946044922,33
NE002006,1985,77.35647583007812,330
NE004002,1985,85.14769744873047,192
NE006007,1985,145.09120178222656,141
NE005005,1985,112.58014678955078,125
NE005009,1985,106.14964294433594,389
NE004007,1985,159.18104553222656,1
NE004001,1985,137.34109497070312,58
NE007003,1985,147.92733764648438,145
NE004006,1985,173.64488220214844,125
NE006004,1985,100.77637481689453,214
NE006002,1985,62.669403076171875,100
NE003005,1985,209.11703491210938,51
NE007006,1985,174.63807678222656,131
NE005004,1985,137.63357543945312,124
NE007007,1985,136.73512268066406,123
NE006009,1985,116.08018493652344,488
NE006003,1985,145.8087158203125,44
NE002002,1985,112.33740997314453,180
NE006013,1985,198.28500366210938,202
NE005007,1985,129.98951721191406,151
NE006001,1985,98.5753402709961,429
NE002005,1985,15.469279289245605,3920
NE007005,1985,127.80248260498047,74
NE007001,1985,70.67037963867188,309
NE005006,1985,125.43953704833984,124
NE007002,1985,87.79703521728516,173
NE006012,1985,102.83875274658203,170
NE006006,1985,126.53923797607422,350
NE001003,1985,3.015200138092041,9604
NE007008,1985,90.38016510009766,112
NE007010,1985,26.924720764160156,2333
NE003006,1985,243.52330017089844,82
NE005013,1985,102.64896392822266,25
NE005001,1985,86.8825912475586,464
NE007011,1985,123.66651153564453,16
NE006005,1985,108.71414184570312,48
NE002004,1985,89.79183197021484,252
NE002001,1985,105.13386535644531,59
NE001004,1986,8.317611694335938,4833
NE001005,1986,46.31753158569336,2074
NE008001,1986,133.7735595703125,17
NE004003,1986,144.55348205566406,357
NE003004,1986,217.757568359375,300
NE003002,1986,243.7736358642578,53
NE007004,1986,107.80204772949219,698
NE007009,1986,93.07903289794922,806
NE003001,1986,178.0205535888672,105
NE004008,1986,175.48721313476562,218
NE003007,1986,163.90478515625,90
NE002003,1986,108.874267578125,268
NE005010,1986,62.6014289855957,1005
NE005008,1986,169.36036682128906,50
NE001002,1986,15.850658416748047,2096
NE001001,1986,60.68756866455078,1741
NE003008,1986,202.5496063232422,93
NE006010,1986,248.64920043945312,213
NE003003,1986,185.24961853027344,279
NE005011,1986,92.14849090576172,371
NE004009,1986,169.01406860351562,178
NE004005,1986,227.5914306640625,157
NE005002,1986,160.3909149169922,102
NE005003,1986,199.64903259277344,106
NE001006,1986,42.863380432128906,1062
NE006011,1986,109.48377990722656,314
NE006008,1986,147.29905700683594,304
NE005012,1986,101.42219543457031,593
NE004004,1986,208.6192169189453,33
NE002006,1986,77.8831558227539,330
NE004002,1986,119.4166259765625,192
NE006007,1986,129.10227966308594,141
NE005005,1986,180.57455444335938,125
NE005009,1986,144.86593627929688,389
NE004007,1986,288.980712890625,1
NE004001,1986,225.09906005859375,58
NE007003,1986,141.6166534423828,145
NE004006,1986,271.7091064453125,125
NE006004,1986,98.90653991699219,214
NE006002,1986,77.43205261230469,100
NE003005,1986,260.0367126464844,51
NE007006,1986,171.54046630859375,131
NE005004,1986,128.74624633789062,124
NE007007,1986,147.69149780273438,123
NE006009,1986,110.36304473876953,488
NE006003,1986,128.45989990234375,44
NE002002,1986,94.3006591796875,180
NE006013,1986,177.95187377929688,202
NE005007,1986,137.92269897460938,151
NE006001,1986,127.64295959472656,429
NE002005,1986,22.388134002685547,3920
NE007005,1986,168.70790100097656,74
NE007001,1986,111.19365692138672,309
NE005006,1986,158.29891967773438,124
NE007002,1986,118.78840637207031,173
NE006012,1986,95.31952667236328,170
NE006006,1986,139.41009521484375,350
NE001003,1986,3.0084691047668457,9604
NE007008,1986,141.20057678222656,112
NE007010,1986,33.649681091308594,2333
NE003006,1986,293.42193603515625,82
NE005013,1986,156.0178680419922,25
NE005001,1986,119.71336364746094,464
NE007011,1986,150.61932373046875,16
NE006005,1986,96.78087615966797,48
NE002004,1986,86.15833282470703,252
NE002001,1986,98.95773315429688,59
NE001004,1987,8.958884239196777,4833
NE001005,1987,28.561086654663086,2074
NE008001,1987,157.72659301757812,17
NE004003,1987,81.93104553222656,357
NE003004,1987,219.12799072265625,300
NE003002,1987,252.64576721191406,53
NE007004,1987,71.94294738769531,698
NE007009,1987,68.07559204101562,806
NE003001,1987,194.06600952148438,105
NE004008,1987,73.14688110351562,218
NE003007,1987,153.54800415039062,90
NE002003,1987,56.962459564208984,268
NE005010,1987,31.93491554260254,1005
NE005008,1987,117.17387390136719,50
NE001002,1987,14.702258110046387,2096
NE001001,1987,35.654022216796875,1741
NE003008,1987,211.1862335205078,93
NE006010,1987,282.8256530761719,213
NE003003,1987,116.7713623046875,279
NE005011,1987,48.433162689208984,371
NE004009,1987,89.6967544555664,178
NE004005,1987,106.53401184082031,157
NE005002,1987,94.73595428466797,102
NE005003,1987,130.35400390625,106
NE001006,1987,35.58872985839844,1062
NE006011,1987,94.5511703491211,314
NE006008,1987,154.32330322265625,304
NE005012,1987,50.927711486816406,593
NE004004,1987,102.90989685058594,33
NE002006,1987,34.854400634765625,330
NE004002,1987,58.274051666259766,192
NE006007,1987,105.64684295654297,141
NE005005,1987,111.33883666992188,125
NE005009,1987,79.31227111816406,389
NE004007,1987,115.54409790039062,1
NE004001,1987,95.12499237060547,58
NE007003,1987,95.71788787841797,145
NE004006,1987,116.03658294677734,125
NE006004,1987,66.37458801269531,214
NE006002,1987,58.22990798950195,100
NE003005,1987,217.5162811279297,51
NE007006,1987,108.36363983154297,131
NE005004,1987,111.29776763916016,124
NE007007,1987,78.27635192871094,123
NE006009,1987,76.59127044677734,488
NE006003,1987,116.71227264404297,44
NE002002,1987,50.66642761230469,180
NE006013,1987,198.28515625,202
NE005007,1987,124.34159088134766,151
NE006001,1987,61.826995849609375,429
NE002005,1987,7.217299461364746,3920
NE007005,1987,101.253662109375,74
NE007001,1987,54.92985916137695,309
NE005006,1987,101.86797332763672,124
NE007002,1987,64.88093566894531,173
NE006012,1987,67.55023193359375,170
NE006006,1987,78.23434448242188,350
NE001003,1987,2.977099657058716,9604
NE007008,1987,79.676513671875,112
NE007010,1987,19.242630004882812,2333
NE003006,1987,275.6501159667969,82
NE005013,1987,89.94723510742188,25
NE005001,1987,61.57275390625,464
NE007011,1987,77.90682983398438,16
NE006005,1987,88.82706451416016,48
NE002004,1987,51.368072509765625,252
NE002001,1987,36.56407928466797,59
NE001004,1988,9.179776191711426,4833
NE001005,1988,52.01319122314453,2074
NE008001,1988,227.34353637695312,17
NE004003,1988,159.47384643554688,357
NE003004,1988,263.19525146484375,300
NE003002,1988,250.71072387695312,53
NE007004,1988,135.0787811279297,698
NE007009,1988,89.05593872070312,806
NE003001,1988,272.2407531738281,105
NE004008,1988,165.37640380859375,218
NE003007,1988,223.9280548095703,90
NE002003,1988,110.58497619628906,268
NE005010,1988,75.57271575927734,1005
NE005008,1988,214.9966278076172,50
NE001002,1988,21.795066833496094,2096
NE001001,1988,74.5936508178711,1741
NE003008,1988,210.8839111328125,93
NE006010,1988,335.42291259765625,213
NE003003,1988,200.4779052734375,279
NE005011,1988,145.55152893066406,371
NE004009,1988,154.95233154296875,178
NE004005,1988,164.14796447753906,157
NE005002,1988,177.6474609375,102
NE005003,1988,213.59262084960938,106
NE001006,1988,63.18453598022461,1062
NE006011,1988,169.80599975585938,314
NE006008,1988,228.40005493164062,304
NE005012,1988,140.49830627441406,593
NE004004,1988,157.9366455078125,33
NE002006,1988,107.32230377197266,330
NE004002,1988,147.4492950439453,192
NE006007,1988,203.0998992919922,141
NE005005,1988,204.41783142089844,125
NE005009,1988,175.70098876953125,389
NE004007,1988,173.587646484375,1
NE004001,1988,157.21682739257812,58
NE007003,1988,167.91201782226562,145
NE004006,1988,200.0137481689453,125
NE006004,1988,129.30738830566406,214
NE006002,1988,103.71019744873047,100
NE003005,1988,319.1972961425781,51
NE007006,1988,186.02047729492188,131
NE005004,1988,210.49581909179688,124
NE007007,1988,158.40676879882812,123
NE006009,1988,168.114501953125,488
NE006003,1988,217.40716552734375,44
NE002002,1988,140.38864135742188,180
NE006013,1988,261.2936706542969,202
NE005007,1988,188.78050231933594,151
NE006001,1988,142.56747436523438,429
NE002005,1988,26.26841926574707,3920
NE007005,1988,159.049072265625,74
NE007001,1988,110.37958526611328,309
NE005006,1988,218.62840270996094,124
NE007002,1988,120.0657958984375,173
NE006012,1988,154.93516540527344,170
NE006006,1988,165.2410125732422,350
NE001003,1988,3.4070122241973877,9604
NE007008,1988,144.74417114257812,112
NE007010,1988,37.69540786743164,2333
NE003006,1988,318.1748962402344,82
NE005013,1988,195.90184020996094,25
NE005001,1988,155.58822631835938,464
NE007011,1988,158.7860107421875,16
NE006005,1988,159.4430389404297,48
NE002004,1988,113.0541763305664,252
NE002001,1988,122.95099639892578,59
NE001004,1989,8.52631950378418,4833
NE001005,1989,36.2153205871582,2074
NE008001,1989,143.4447784423828,17
NE004003,1989,105.92830657958984,357
NE003004,1989,206.63497924804688,300
NE003002,1989,254.2201690673828,53
NE007004,1989,114.5885009765625,698
NE007009,1989,78.84772491455078,806
NE003001,1989,171.06649780273438,105
NE004008,1989,132.09426879882812,218
NE003007,1989,135.43289184570312,90
NE002003,1989,93.45252990722656,268
NE005010,1989,46.47674560546875,1005
NE005008,1989,216.4466552734375,50
NE001002,1989,15.186349868774414,2096
NE001001,1989,41.17128372192383,1741
NE003008,1989,221.69158935546875,93
NE006010,1989,229.5595245361328,213
NE003003,1989,134.8175506591797,279
NE005011,1989,68.64503479003906,371
NE004009,1989,155.60671997070312,178
NE004005,1989,168.32809448242188,157
NE005002,1989,118.1667251586914,102
NE005003,1989,199.33860778808594,106
NE001006,1989,36.440399169921875,1062
NE006011,1989,121.8554916381836,314
NE006008,1989,145.85760498046875,304
NE005012,1989,78.42344665527344,593
NE004004,1989,202.23336791992188,33
NE002006,1989,44.33960723876953,330
NE004002,1989,90.21623992919922,192
NE006007,1989,139.15301513671875,141
NE005005,1989,183.1739959716797,125
NE005009,1989,98.2532730102539,389
NE004007,1989,211.23876953125,1
NE004001,1989,194.59364318847656,58
NE007003,1989,188.4065399169922,145
NE004006,1989,232.70838928222656,125
NE006004,1989,67.32290649414062,214
NE006002,1989,87.15342712402344,100
NE003005,1989,229.8760223388672,51
NE007006,1989,187.5361328125,131
NE005004,1989,155.7150421142578,124
NE007007,1989,143.691650390625,123
NE006009,1989,102.08535766601562,488
NE006003,1989,120.37859344482422,44
NE002002,1989,81.08454895019531,180
NE006013,1989,163.89686584472656,202
NE005007,1989,181.67942810058594,151
NE006001,1989,63.645362854003906,429
NE002005,1989,8.626113891601562,3920
NE007005,1989,156.37603759765625,74
NE007001,1989,82.79873657226562,309
NE005006,1989,133.9692840576172,124
NE007002,1989,90.7253646850586,173
NE006012,1989,111.1205062866211,170
NE006006,1989,112.01364135742188,350
NE001003,1989,3.0524516105651855,9604
NE007008,1989,129.75106811523438,112
NE007010,1989,23.52509880065918,2333
NE003006,1989,273.5327453613281,82
NE005013,1989,119.39151000976562,25
NE005001,1989,81.32119750976562,464
NE007011,1989,136.1689453125,16
NE006005,1989,113.92001342773438,48
NE002004,1989,78.43778228759766,252
NE002001,1989,49.762611389160156,59
NE001004,1990,7.743546962738037,4833
NE001005,1990,33.72354507446289,2074
NE008001,1990,230.11203002929688,17
NE004003,1990,130.56182861328125,357
NE003004,1990,268.9176940917969,300
NE003002,1990,277.19598388671875,53
NE007004,1990,142.1085968017578,698
NE007009,1990,79.47516632080078,806
NE003001,1990,225.11447143554688,105
NE004008,1990,158.07606506347656,218
NE003007,1990,224.83273315429688,90
NE002003,1990,124.95003509521484,268
NE005010,1990,59.54135513305664,1005
NE005008,1990,198.4903106689453,50
NE001002,1990,15.984277725219727,2096
NE001001,1990,40.85331726074219,1741
NE003008,1990,277.0204772949219,93
NE006010,1990,244.513427734375,213
NE003003,1990,206.9598388671875,279
NE005011,1990,85.04499816894531,371
NE004009,1990,167.16131591796875,178
NE004005,1990,192.0289306640625,157
NE005002,1990,178.93960571289062,102
NE005003,1990,219.1651611328125,106
NE001006,1990,35.782596588134766,1062
NE006011,1990,142.78848266601562,314
NE006008,1990,205.39244079589844,304
NE005012,1990,93.17514038085938,593
NE004004,1990,213.6478271484375,33
NE002006,1990,61.151756286621094,330
NE004002,1990,96.36444854736328,192
NE006007,1990,183.5030517578125,141
NE005005,1990,187.11436462402344,125
NE005009,1990,129.32664489746094,389
NE004007,1990,210.56141662597656,1
NE004001,1990,182.4686279296875,58
NE007003,1990,211.44537353515625,145
NE004006,1990,194.33135986328125,125
NE006004,1990,109.74305725097656,214
NE006002,1990,94.63123321533203,100
NE003005,1990,262.5367431640625,51
NE007006,1990,214.2164306640625,131
NE005004,1990,148.966796875,124
NE007007,1990,166.93240356445312,123
NE006009,1990,155.29904174804688,488
NE006003,1990,185.2568359375,44
NE002002,1990,89.76681518554688,180
NE006013,1990,220.1326141357422,202
NE005007,1990,165.10415649414062,151
NE006001,1990,106.17041778564453,429
NE002005,1990,12.832252502441406,3920
NE007005,1990,190.47042846679688,74
NE007001,1990,87.80760955810547,309
NE005006,1990,148.5295867919922,124
NE007002,1990,130.32334899902344,173
NE006012,1990,132.0955810546875,170
NE006006,1990,147.66287231445312,350
NE001003,1990,3.083862066268921,9604
NE007008,1990,147.49159240722656,112
NE007010,1990,31.62075424194336,2333
NE003006,1990,294.59954833984375,82
NE005013,1990,141.5111541748047,25
NE005001,1990,91.55950927734375,464
NE007011,1990,169.86642456054688,16
NE006005,1990,123.78436279296875,48
NE002004,1990,93.16292572021484,252
NE002001,1990,74.21028900146484,59
NE001004,1991,9.595512390136719,4833
NE001005,1991,35.85981750488281,2074
NE008001,1991,162.3956756591797,17
NE004003,1991,162.90936279296875,357
NE003004,1991,239.3538055419922,300
NE003002,1991,241.80825805664062,53
NE007004,1991,150.36349487304688,698
NE007009,1991,112.66080474853516,806
NE003001,1991,217.26966857910156,105
NE004008,1991,182.35374450683594,218
NE003007,1991,191.44154357910156,90
NE002003,1991,167.4259033203125,268
NE005010,1991,47.709320068359375,1005
NE005008,1991,218.7772979736328,50
NE001002,1991,15.344135284423828,2096
NE001001,1991,54.004676818847656,1741
NE003008,1991,227.27618408203125,93
NE006010,1991,238.5535430908203,213
NE003003,1991,171.7120819091797,279
NE005011,1991,86.24107360839844,371
NE004009,1991,172.86700439453125,178
NE004005,1991,215.48219299316406,157
NE005002,1991,140.83529663085938,102
NE005003,1991,194.31634521484375,106
NE001006,1991,48.73889923095703,1062
NE006011,1991,148.85194396972656,314
NE006008,1991,169.989990234375,304
NE005012,1991,96.50904083251953,593
NE004004,1991,205.4320068359375,33
NE002006,1991,78.17259216308594,330
NE004002,1991,126.11090087890625,192
NE006007,1991,146.78555297851562,141
NE005005,1991,190.8832244873047,125
NE005009,1991,140.42457580566406,389
NE004007,1991,265.3343505859375,1
NE004001,1991,214.2265625,58
NE007003,1991,201.9123077392578,145
NE004006,1991,252.6063232421875,125
NE006004,1991,127.62104034423828,214
NE006002,1991,113.73576354980469,100
NE003005,1991,252.7028045654297,51
NE007006,1991,186.990234375,131
NE005004,1991,189.11093139648438,124
NE007007,1991,155.9109649658203,123
NE006009,1991,139.13156127929688,488
NE006003,1991,140.82566833496094,44
NE002002,1991,123.81615447998047,180
NE006013,1991,187.30406188964844,202
NE005007,1991,190.32717895507812,151
NE006001,1991,109.8092041015625,429
NE002005,1991,13.809452056884766,3920
NE007005,1991,168.2557830810547,74
NE007001,1991,112.00525665283203,309
NE005006,1991,180.32176208496094,124
NE007002,1991,151.51011657714844,173
NE006012,1991,134.2567138671875,170
NE006006,1991,121.05529022216797,350
NE001003,1991,3.152160406112671,9604
NE007008,1991,158.1083984375,112
NE007010,1991,29.19146156311035,2333
NE003006,1991,264.70709228515625,82
NE005013,1991,160.1970672607422,25
NE005001,1991,109.20970916748047,464
NE007011,1991,164.880615234375,16
NE006005,1991,147.41497802734375,48
NE002004,1991,130.57310485839844,252
NE002001,1991,95.86963653564453,59
NE001004,1992,9.625361442565918,4833
NE001005,1992,52.39441680908203,2074
NE008001,1992,222.54208374023438,17
NE004003,1992,143.53872680664062,357
NE003004,1992,240.01364135742188,300
NE003002,1992,281.6911315917969,53
NE007004,1992,125.7984390258789,698
NE007009,1992,86.38645935058594,806
NE003001,1992,202.48924255371094,105
NE004008,1992,132.68258666992188,218
NE003007,1992,197.279052734375,90
NE002003,1992,95.76956939697266,268
NE005010,1992,71.0638198852539,1005
NE005008,1992,164.46038818359375,50
NE001002,1992,20.714675903320312,2096
NE001001,1992,50.50046157836914,1741
NE003008,1992,249.06924438476562,93
NE006010,1992,239.69223022460938,213
NE003003,1992,161.95700073242188,279
NE005011,1992,93.79383087158203,371
NE004009,1992,152.99085998535156,178
NE004005,1992,169.01980590820312,157
NE005002,1992,137.07460021972656,102
NE005003,1992,176.18597412109375,106
NE001006,1992,40.96828842163086,1062
NE006011,1992,120.89875030517578,314
NE006008,1992,188.5390625,304
NE005012,1992,91.59783172607422,593
NE004004,1992,175.29945373535156,33
NE002006,1992,78.9561538696289,330
NE004002,1992,105.23238372802734,192
NE006007,1992,166.52833557128906,141
NE005005,1992,147.95726013183594,125
NE005009,1992,116.23736572265625,389
NE004007,1992,183.11984252929688,1
NE004001,1992,153.39089965820312,58
NE007003,1992,194.9217987060547,145
NE004006,1992,164.72494506835938,125
NE006004,1992,130.6733856201172,214
NE006002,1992,84.64752960205078,100
NE003005,1992,237.58877563476562,51
NE007006,1992,219.1446533203125,131
NE005004,1992,154.59776306152344,124
NE007007,1992,196.08091735839844,123
NE006009,1992,156.4170684814453,488
NE006003,1992,160.21078491210938,44
NE002002,1992,110.8258056640625,180
NE006013,1992,219.4825897216797,202
NE005007,1992,175.14234924316406,151
NE006001,1992,112.80321502685547,429
NE002005,1992,16.697172164916992,3920
NE007005,1992,192.91737365722656,74
NE007001,1992,89.98023986816406,309
NE005006,1992,133.3994598388672,124
NE007002,1992,124.96620178222656,173
NE006012,1992,120.6835708618164,170
NE006006,1992,161.6127166748047,350
NE001003,1992,3.025851249694824,9604
NE007008,1992,162.3316192626953,112
NE007010,1992,25.029598236083984,2333
NE003006,1992,291.9893798828125,82
NE005013,1992,137.94415283203125,25
NE005001,1992,100.942626953125,464
NE007011,1992,196.49130249023438,16
NE006005,1992,120.51009368896484,48
NE002004,1992,93.39744567871094,252
NE002001,1992,87.01960754394531,59
NE001004,1993,7.189684867858887,4833
NE001005,1993,29.5733585357666,2074
NE008001,1993,208.77053833007812,17
NE004003,1993,94.76751708984375,357
NE003004,1993,228.81724548339844,300
NE003002,1993,234.9226531982422,53
NE007004,1993,104.9723892211914,698
NE007009,1993,71.58740234375,806
NE003001,1993,204.83279418945312,105
NE004008,1993,114.44654083251953,218
NE003007,1993,173.5430450439453,90
NE002003,1993,62.10125732421875,268
NE005010,1993,44.12571334838867,1005
NE005008,1993,143.27569580078125,50
NE001002,1993,13.508666038513184,2096
NE001001,1993,38.57693099975586,1741
NE003008,1993,221.18218994140625,93
NE006010,1993,265.5152587890625,213
NE003003,1993,149.72613525390625,279
NE005011,1993,65.22938537597656,371
NE004009,1993,132.88986206054688,178
NE004005,1993,137.8173828125,157
NE005002,1993,118.79904174804688,102
NE005003,1993,146.49319458007812,106
NE001006,1993,24.362056732177734,1062
NE006011,1993,118.93968963623047,314
NE006008,1993,185.58164978027344,304
NE005012,1993,77.17054748535156,593
NE004004,1993,158.47146606445312,33
NE002006,1993,62.81068420410156,330
NE004002,1993,54.44976806640625,192
NE006007,1993,160.69683837890625,141
NE005005,1993,135.41236877441406,125
NE005009,1993,106.95260620117188,389
NE004007,1993,157.12844848632812,1
NE004001,1993,151.45924377441406,58
NE007003,1993,190.85731506347656,145
NE004006,1993,188.53091430664062,125
NE006004,1993,106.1182861328125,214
NE006002,1993,78.71571350097656,100
NE003005,1993,273.520263671875,51
NE007006,1993,203.47763061523438,131
NE005004,1993,114.57489776611328,124
NE007007,1993,174.8803253173828,123
NE006009,1993,124.17092895507812,488
NE006003,1993,159.99664306640625,44
NE002002,1993,84.18865966796875,180
NE006013,1993,210.16162109375,202
NE005007,1993,112.94888305664062,151
NE006001,1993,88.59402465820312,429
NE002005,1993,15.136625289916992,3920
NE007005,1993,172.07681274414062,74
NE007001,1993,66.93458557128906,309
NE005006,1993,107.5966796875,124
NE007002,1993,115.27519989013672,173
NE006012,1993,114.8187255859375,170
NE006006,1993,120.56640625,350
NE001003,1993,3.0014703273773193,9604
NE007008,1993,136.87405395507812,112
NE007010,1993,20.321121215820312,2333
NE003006,1993,283.5575256347656,82
NE005013,1993,118.00279998779297,25
NE005001,1993,61.42390441894531,464
NE007011,1993,165.44586181640625,16
NE006005,1993,111.8056869506836,48
NE002004,1993,55.934932708740234,252
NE002001,1993,78.95642852783203,59
NE001004,1994,8.800536155700684,4833
NE001005,1994,36.07846450805664,2074
NE008001,1994,215.67691040039062,17
NE004003,1994,135.769775390625,357
NE003004,1994,292.0215148925781,300
NE003002,1994,316.6336975097656,53
NE007004,1994,164.82041931152344,698
NE007009,1994,80.71361541748047,806
NE003001,1994,253.19342041015625,105
NE004008,1994,168.49807739257812,218
NE003007,1994,230.67733764648438,90
NE002003,1994,183.60264587402344,268
NE005010,1994,52.96422576904297,1005
NE005008,1994,200.6952362060547,50
NE001002,1994,14.586068153381348,2096
NE001001,1994,47.52730178833008,1741
NE003008,1994,291.14361572265625,93
NE006010,1994,296.20751953125,213
NE003003,1994,221.38645935058594,279
NE005011,1994,102.63575744628906,371
NE004009,1994,149.0082244873047,178
NE004005,1994,212.7998809814453,157
NE005002,1994,198.4493408203125,102
NE005003,1994,214.85040283203125,106
NE001006,1994,40.40903854370117,1062
NE006011,1994,133.16183471679688,314
NE006008,1994,209.15469360351562,304
NE005012,1994,95.69523620605469,593
NE004004,1994,205.3454132080078,33
NE002006,1994,98.4784164428711,330
NE004002,1994,99.86560821533203,192
NE006007,1994,182.94093322753906,141
NE005005,1994,223.32904052734375,125
NE005009,1994,170.77476501464844,389
NE004007,1994,217.41493225097656,1
NE004001,1994,195.77980041503906,58
NE007003,1994,184.94422912597656,145
NE004006,1994,235.02452087402344,125
NE006004,1994,94.12229919433594,214
NE006002,1994,87.93159484863281,100
NE003005,1994,292.43804931640625,51
NE007006,1994,223.5805206298828,131
NE005004,1994,176.84361267089844,124
NE007007,1994,162.650390625,123
NE006009,1994,124.53370666503906,488
NE006003,1994,205.4348602294922,44
NE002002,1994,149.61439514160156,180
NE006013,1994,262.3885803222656,202
NE005007,1994,178.43431091308594,151
NE006001,1994,111.84529876708984,429
NE002005,1994,24.413280487060547,3920
NE007005,1994,222.80125427246094,74
NE007001,1994,87.58878326416016,309
NE005006,1994,200.64852905273438,124
NE007002,1994,137.24594116210938,173
NE006012,1994,127.00186157226562,170
NE006006,1994,179.62094116210938,350
NE001003,1994,3.1660985946655273,9604
NE007008,1994,132.89865112304688,112
NE007010,1994,43.26991653442383,2333
NE003006,1994,312.6740417480469,82
NE005013,1994,202.4732208251953,25
NE005001,1994,126.65489196777344,464
NE007011,1994,143.508056640625,16
NE006005,1994,114.40191650390625,48
NE002004,1994,161.5864715576172,252
NE002001,1994,121.04798889160156,59
NE001004,1995,7.099605083465576,4833
NE001005,1995,24.96327781677246,2074
NE008001,1995,199.6970977783203,17
NE004003,1995,113.53129577636719,357
NE003004,1995,191.8086395263672,300
NE003002,1995,221.0082550048828,53
NE007004,1995,133.77467346191406,698
NE007009,1995,64.95941925048828,806
NE003001,1995,177.11122131347656,105
NE004008,1995,151.114990234375,218
NE003007,1995,188.189453125,90
NE002003,1995,113.14810180664062,268
NE005010,1995,33.72494888305664,1005
NE005008,1995,180.3867645263672,50
NE001002,1995,9.618429183959961,2096
NE001001,1995,36.397552490234375,1741
NE003008,1995,210.76698303222656,93
NE006010,1995,211.91854858398438,213
NE003003,1995,138.4588623046875,279
NE005011,1995,70.00077056884766,371
NE004009,1995,159.73692321777344,178
NE004005,1995,174.00823974609375,157
NE005002,1995,108.00597381591797,102
NE005003,1995,172.33602905273438,106
NE001006,1995,22.38228988647461,1062
NE006011,1995,139.5031280517578,314
NE006008,1995,180.49807739257812,304
NE005012,1995,59.65045928955078,593
NE004004,1995,182.259521484375,33
NE002006,1995,80.05126190185547,330
NE004002,1995,69.72908782958984,192
NE006007,1995,177.0741424560547,141
NE005005,1995,153.49453735351562,125
NE005009,1995,100.17950439453125,389
NE004007,1995,189.9365234375,1
NE004001,1995,152.54737854003906,58
NE007003,1995,224.969482421875,145
NE004006,1995,167.60337829589844,125
NE006004,1995,96.78084564208984,214
NE006002,1995,78.67182922363281,100
NE003005,1995,188.5278778076172,51
NE007006,1995,234.97879028320312,131
NE005004,1995,126.75634002685547,124
NE007007,1995,170.1372528076172,123
NE006009,1995,119.4543228149414,488
NE006003,1995,170.36988830566406,44
NE002002,1995,106.9344711303711,180
NE006013,1995,217.08082580566406,202
NE005007,1995,150.25965881347656,151
NE006001,1995,94.6380844116211,429
NE002005,1995,18.317304611206055,3920
NE007005,1995,170.73216247558594,74
NE007001,1995,60.76655960083008,309
NE005006,1995,131.76226806640625,124
NE007002,1995,113.30371856689453,173
