season_year,fc_log,fc_log_dt,pcode,adm_level,trimester
2011,0.18577772721551716,0.15580041439373865,NE001005,2,ASO
2012,0.2862508445654757,0.25252636764097497,NE001005,2,ASO
2013,0.39952020471247357,0.3620485636852497,NE001005,2,ASO
2014,0.3663382314948652,0.3251194263649191,NE001005,2,ASO
2015,0.37842199798472853,0.33345602875206015,NE001005,2,ASO
2016,0.23961410731468394,0.19090097397929243,NE001005,2,ASO
2017,0.1768591862898587,0.12439888885174494,NE001005,2,ASO
2018,0.42040608774661326,0.36419862620577725,NE001005,2,ASO
2019,0.2695062962984697,0.2095516706549106,NE001005,2,ASO
2020,0.29496805454625963,0.23126626479997825,NE001005,2,ASO
2021,0.233495162981034,0.1660462091320304,NE001005,2,ASO
2022,0.35949699961258946,0.2883008816608627,NE001005,2,ASO
2023,0.30081116799162644,0.22586788593717744,NE001005,2,ASO
2024,0.46045946246367286,0.3817690163065016,NE001005,2,ASO
2025,0.18278671765046933,0.10034910739057495,NE001005,2,ASO
2026,0.2922979740895973,0.20611319972698067,NE001005,2,ASO
1981,0.01910108874928628,0.06018302096445098,NE001005,2,SON
1982,0.03945815175005351,0.07867272340998337,NE001005,2,SON
1983,0.008186498268340642,0.0455337093730361,NE001005,2,SON
1984,-0.006254756018455092,0.029225094531005524,NE001005,2,SON
1985,0.0005181368067224412,0.034130626800948215,NE001005,2,SON
1986,0.07615821208689012,0.10790334152588105,NE001005,2,SON
1987,0.03530134836960275,0.06517911725335929,NE001005,2,SON
1988,0.07548583909270559,0.10349624742122729,NE001005,2,SON
1989,0.04073539705419184,0.06687844482747868,NE001005,2,SON
1990,0.0044477889250607375,0.02872347614311274,NE001005,2,SON
1991,0.031042008823423183,0.053450335486240785,NE001005,2,SON
1992,-0.0015252551296344244,0.01901571097794834,NE001005,2,SON
1993,-0.011460245621364766,0.007213359930983154,NE001005,2,SON
1994,0.03777213308098455,0.05457837807809763,NE001005,2,SON
1995,0.07938640842336282,0.0943252928652415,NE001005,2,SON
1996,0.0018641380851029121,0.014935661971746748,NE001005,2,SON
1997,0.02214304717315197,0.033347210504560965,NE001005,2,SON
1998,0.03898953790581675,0.04832634068199135,NE001005,2,SON
1999,0.1670877039050124,0.17455714612595216,NE001005,2,SON
2000,-0.035425743273987266,-0.02982366160828235,NE001005,2,SON
2001,0.04251814453849042,0.04625286564896049,NE001005,2,SON
2002,0.061667574565295584,0.06353493512053125,NE001005,2,SON
2003,0.1824016269065193,0.18240162690652012,NE001005,2,SON
2004,0.08803881691653771,0.08617145636130369,NE001005,2,SON
2005,0.10129390985631337,0.09755918874584452,NE001005,2,SON
2006,0.0859026814261893,0.08030059976048604,NE001005,2,SON
2007,0.11716223133905462,0.10969278911811653,NE001005,2,SON
2008,0.061717686897291846,0.0523808841211189,NE001005,2,SON
2009,0.008848815625555208,-0.0023553477058521413,NE001005,2,SON
2010,0.11796964899731448,0.10489812511067229,NE001005,2,SON
2011,0.0894353862258655,0.07449650178398848,NE001005,2,SON
2012,0.08403133228864496,0.06722508729153309,NE001005,2,SON
2013,0.07893120427512579,0.06025759872277952,NE001005,2,SON
2014,0.09469360368845252,0.0741526375808714,NE001005,2,SON
2015,0.12640306811573856,0.10399474145292262,NE001005,2,SON
2016,0.028405252601937186,0.00412956538388639,NE001005,2,SON
2017,0.05322550683482372,0.027082459061538527,NE001005,2,SON
2018,0.1100956385538292,0.08208523022530917,NE001005,2,SON
2019,0.0452166583341337,0.015338889450378819,NE001005,2,SON
2020,0.05712213089457845,0.02537700145558873,NE001005,2,SON
2021,0.016149478438732816,-0.0174630115554913,NE001005,2,SON
2022,0.19183539800290794,0.15635554745344898,NE001005,2,SON
2023,0.07273513809936942,0.03538792699467561,NE001005,2,SON
2024,0.11770743806105952,0.07849286640113132,NE001005,2,SON
2025,0.09161450837873411,0.05053257616357106,NE001005,2,SON
2026,0.10307397197840909,0.0601246792080112,NE001005,2,SON
1981,1.2515453863763446,1.3138995273612804,NE008001,2,JJA
1982,0.9919756110536406,1.0514954729028974,NE008001,2,JJA
1983,0.8541976780108158,0.9108832607243935,NE008001,2,JJA
1984,0.7321248063295873,0.7859761099074869,NE008001,2,JJA
1985,1.1513907501688296,1.2024077746110502,NE008001,2,JJA
1986,1.1050148858329674,1.153197631139509,NE008001,2,JJA
1987,0.9558452952597186,1.001193761430581,NE008001,2,JJA
1988,1.4828792942184281,1.5253934812536116,NE008001,2,JJA
1989,1.2688927472470446,1.308572655146549,NE008001,2,JJA
1990,0.9735350797008266,1.010380708464652,NE008001,2,JJA
1991,1.3067779190794733,1.3407892687076206,NE008001,2,JJA
1992,1.1135389421785153,1.1447160126709837,NE008001,2,JJA
1993,1.0799130387341904,1.1082558300909797,NE008001,2,JJA
