pcode,year,n_rain,rain_rp,veg_rp,cdi
NE001003,2014,3,11.5,4.0,6
NE001003,2015,3,1.7692307692307694,2.588235294117647,6
NE001003,2016,3,2.7058823529411766,2.2,6
NE001003,2017,3,1.3823529411764706,1.5714285714285714,6
NE001003,2018,3,1.3636363636363638,1.375,6
NE001003,2019,3,1.1111111111111112,1.8333333333333335,6
NE001003,2020,3,2.5,1.517241379310345,6
NE001003,2021,3,4.285714285714286,1.517241379310345,6
NE001003,2022,3,2.35,1.6923076923076923,6
NE001003,2023,3,2.764705882352941,2.3157894736842106,6
NE001003,2024,3,1.0344827586206897,1.375,6
NE001003,2025,3,1.875,1.375,6
NE001003,2026,3,10.0,2.75,6
NE001004,1991,2,1.3300522916025836,11.0,6
NE001004,1992,2,1.2245822713112433,1.8333333333333335,6
NE001004,1993,2,3.7052270779777206,2.588235294117647,6
NE001004,1994,2,1.36403785488959,1.375,6
NE001004,1995,2,2.1469712015888778,44.0,6
NE001004,1996,2,5.7962466487935655,8.8,6
NE001004,1997,2,1.1924986210700497,2.2,6
NE001004,1998,3,1.6666666666666667,1.375,6
NE001004,1999,3,1.0344827586206897,1.375,6
NE001004,2000,3,2.090909090909091,4.0,6
NE001004,2001,3,2.875,6.285714285714286,6
NE001004,2002,3,1.7692307692307694,1.6296296296296295,6
NE001004,2003,3,1.875,1.7599999999999998,6
NE001004,2004,3,3.3333333333333335,2.0,6
NE001004,2005,3,2.9375,44.0,6
NE001004,2006,3,2.5555555555555554,22.0,6
NE001004,2007,3,1.6785714285714286,8.8,6
NE001004,2008,3,1.9583333333333335,2.75,6
NE001004,2009,3,9.200000000000001,3.3846153846153846,6
NE001004,2010,3,1.2432432432432432,1.8333333333333335,6
NE001004,2011,3,2.764705882352941,3.142857142857143,6
NE001004,2012,3,1.5789473684210527,2.0,6
NE001004,2013,3,6.0,3.142857142857143,6
NE001004,2014,3,15.0,4.0,6
NE001004,2015,3,1.4375,2.588235294117647,6
NE001004,2016,3,1.586206896551724,2.2,6
NE001004,2017,3,1.25,1.5714285714285714,6
NE001004,2018,3,1.342857142857143,1.375,6
NE001004,2019,3,1.3043478260869565,1.8333333333333335,6
NE001004,2020,3,2.142857142857143,1.517241379310345,6
NE001004,2021,3,3.75,1.517241379310345,6
NE001004,2022,3,5.222222222222222,1.6923076923076923,6
NE001004,2023,3,9.4,2.3157894736842106,6
NE001004,2024,3,1.0714285714285714,1.375,6
NE001004,2025,3,1.3636363636363638,1.375,6
NE001004,2026,3,4.2727272727272725,2.75,6
NE001005,1991,3,2.1363636363636362,11.0,5
NE001005,1992,3,1.3529411764705883,1.8333333333333335,0
NE001005,1993,3,3.916666666666667,2.588235294117647,0
NE001005,1994,3,2.0434782608695654,1.375,0
NE001005,1995,3,7.833333333333334,44.0,3
NE001005,1996,3,7.3999999999999995,8.8,3
NE001005,1997,3,2.238095238095238,2.2,0
NE001005,1998,4,1.1605864302761677,1.375,0
NE001005,1999,4,1.3617854346123726,1.375,0
NE001005,2000,4,2.303839732888147,4.0,0
NE001005,2001,4,1.5427380125086867,6.285714285714286,5
NE001005,2002,4,2.004711425206125,1.6296296296296295,0
NE001005,2003,4,1.375609756097561,1.7599999999999998,0
NE001005,2004,4,5.858864027538726,2.0,1
NE001005,2005,4,1.7028985507246377,44.0,5
NE001005,2006,4,15.744680851063828,22.0,4
NE001005,2007,4,1.5487106017191978,8.8,5
NE001005,2008,4,1.3729308666017528,2.75,0
NE001005,2009,4,3.5463258785942493,3.3846153846153846,0
NE001005,2010,4,1.0678210678210678,1.8333333333333335,0
NE001005,2011,4,1.8989898989898988,3.142857142857143,0
NE001005,2012,4,1.165549597855228,2.0,0
NE001005,2013,4,6.177142857142857,3.142857142857143,1
NE001005,2014,4,4.662198391420912,4.0,0
NE001005,2015,4,1.722672064777328,2.588235294117647,0
NE001005,2016,4,1.258806404657933,2.2,0
NE001005,2017,4,1.7185554171855542,1.5714285714285714,0
NE001005,2018,4,1.4534057668198914,1.375,0
NE001005,2019,4,1.4131126670910248,1.8333333333333335,0
NE001005,2020,4,2.635514018691589,1.517241379310345,0
NE001005,2021,4,1.4212548015364916,1.517241379310345,0
NE001005,2022,4,2.6576521204671173,1.6923076923076923,0
NE001005,2023,4,7.085427135678393,2.3157894736842106,1
NE001005,2024,4,1.37291280148423,1.375,0
NE001005,2025,4,1.4041178845377473,1.375,0
NE001005,2026,4,4.582345191040843,2.75,0
NE001006,1991,3,1.2105263157894737,11.0,5
NE001006,1992,3,1.393939393939394,1.8333333333333335,0
NE001006,1993,3,5.222222222222222,2.588235294117647,1
NE001006,1994,3,1.6206896551724137,1.375,0
NE001006,1995,3,5.285714285714286,44.0,3
NE001006,1996,3,9.200000000000001,8.8,3
NE001006,1997,3,1.3142857142857143,2.2,0
NE001006,1998,4,1.6665069477719214,1.375,0
NE001006,1999,4,1.089223638470452,1.375,0
NE001006,2000,4,1.912359550561798,4.0,0
NE001006,2001,4,4.00942285041225,6.285714285714286,5
NE001006,2002,4,1.7164179104477613,1.6296296296296295,0
NE001006,2003,4,1.663716814159292,1.7599999999999998,0
NE001006,2004,4,3.397590361445783,2.0,0
NE001006,2005,4,3.122923588039867,44.0,5
NE001006,2006,4,9.559322033898304,22.0,3
NE001006,2007,4,1.5374887082204154,8.8,5
NE001006,2008,4,2.2650602409638556,2.75,0
NE001006,2009,4,4.654467168998924,3.3846153846153846,0
NE001006,2010,4,1.0483523252232831,1.8333333333333335,0
NE001006,2011,4,2.486772486772487,3.142857142857143,0
NE001006,2012,4,1.4647160068846814,2.0,0
NE001006,2013,4,4.649462365591398,3.142857142857143,0
NE001006,2014,4,4.956063268892795,4.0,0
NE001006,2015,4,1.7235443037974683,2.588235294117647,0
NE001006,2016,4,1.4529569892473118,2.2,0
NE001006,2017,4,1.911285794497473,1.5714285714285714,0
NE001006,2018,4,1.2593414724380319,1.375,0
NE001006,2019,4,1.5120643431635388,1.8333333333333335,0
NE001006,2020,4,1.5464949928469243,1.517241379310345,0
NE001006,2021,4,2.331932773109244,1.517241379310345,0
NE001006,2022,4,2.427960057061341,1.6923076923076923,0
NE001006,2023,4,13.018867924528303,2.3157894736842106,2
NE001006,2024,4,1.182108626198083,1.375,0
NE001006,2025,4,1.139954113405441,1.375,0
NE001006,2026,4,5.230075187969924,2.75,1
NE003004,1991,3,1.9583333333333335,1.9130434782608696,0
NE003004,1992,3,1.7407407407407405,1.3333333333333333,0
NE003004,1993,3,2.238095238095238,2.2,0
NE003004,1994,3,1.0681818181818181,1.1,0
NE003004,1995,3,7.833333333333334,4.0,1
NE003004,1996,3,6.714285714285714,1.5714285714285714,1
NE003004,1997,3,2.764705882352941,11.0,5
NE003004,1998,4,1.5946813388353964,1.222222222222222,0
NE003004,1999,4,2.4955752212389384,1.1282051282051282,0
NE003004,2000,4,1.5811965811965814,2.0952380952380953,0
NE003004,2001,4,1.0941295546558705,2.444444444444444,0
NE003004,2002,4,1.2148096402375133,14.666666666666668,5
NE003004,2003,4,1.5775264502006567,2.588235294117647,0
NE003004,2004,4,3.617428267800212,3.666666666666667,0
NE003004,2005,4,1.410705352676338,3.3846153846153846,0
NE003004,2006,4,1.7446270543615678,2.75,0
NE003004,2007,4,1.9451901565995526,6.285714285714286,5
NE003004,2008,4,2.586124401913876,1.222222222222222,0
NE003004,2009,4,3.214869888475836,1.7599999999999998,0
NE003004,2010,4,1.5444646098003632,1.6923076923076923,0
NE003004,2011,4,9.98240469208211,4.4,1
NE003004,2012,4,1.927546138072454,4.888888888888888,0
NE003004,2013,4,2.9044368600682593,1.517241379310345,0
NE003004,2014,4,2.369209809264305,2.2,0
NE003004,2015,4,1.962421711899791,4.888888888888888,0
NE003004,2016,4,6.766536964980545,3.666666666666667,1
NE003004,2017,4,1.634756995581738,7.333333333333334,5
NE003004,2018,4,1.6908118619348564,1.375,0
NE003004,2019,4,1.5154684095860567,1.4666666666666668,0
NE003004,2020,4,1.5571820677035682,2.588235294117647,0
NE003004,2021,4,3.2966824644549764,1.6296296296296295,0
NE003004,2022,4,1.5972222222222223,2.3157894736842106,0
NE003004,2023,4,6.052631578947369,8.8,3
NE003004,2024,4,1.0820089001907183,1.2571428571428571,0
NE003004,2025,4,1.93640841916704,4.0,0
NE003004,2026,4,12.207792207792206,1.6923076923076923,2
NE003007,1991,3,1.9583333333333335,1.9130434782608696,0
NE003007,1992,3,1.7407407407407405,1.3333333333333333,0
NE003007,1993,3,4.111111111111111,2.2,0
NE003007,1994,3,1.146341463414634,1.1,0
NE003007,1995,3,2.238095238095238,4.0,0
NE003007,1996,3,4.2727272727272725,1.5714285714285714,0
NE003007,1997,3,1.3055555555555556,11.0,5
NE003007,1998,4,1.787255909558068,1.222222222222222,0
NE003007,1999,4,2.506666666666667,1.1282051282051282,0
NE003007,2000,4,1.5351115949918344,2.0952380952380953,0
NE003007,2001,4,1.0692383778437191,2.444444444444444,0
NE003007,2002,4,1.8096757044125464,14.666666666666668,5
NE003007,2003,4,1.7912178956089475,2.588235294117647,0
NE003007,2004,4,5.466498103666245,3.666666666666667,1
NE003007,2005,4,1.3843888070692196,3.3846153846153846,0
NE003007,2006,4,1.4295108919030002,2.75,0
NE003007,2007,4,1.595022624434389,6.285714285714286,5
NE003007,2008,4,2.1663326653306614,1.222222222222222,0
NE003007,2009,4,2.940397350993378,1.7599999999999998,0
NE003007,2010,4,1.498786828422877,1.6923076923076923,0
NE003007,2011,4,5.4980079681274905,4.4,1
NE003007,2012,4,2.625698324022346,4.888888888888888,0
NE003007,2013,4,1.749229188078109,1.517241379310345,0
NE003007,2014,4,1.5755855216465577,2.2,0
NE003007,2015,4,1.4284770399735711,4.888888888888888,0
NE003007,2016,4,2.4878397711015734,3.666666666666667,0
NE003007,2017,4,3.480572597137014,7.333333333333334,5
NE003007,2018,4,1.7860388269310201,1.375,0
NE003007,2019,4,1.9744292237442922,1.4666666666666668,0
NE003007,2020,4,1.5068614431164233,2.588235294117647,0
NE003007,2021,4,2.922689075630252,1.6296296296296295,0
NE003007,2022,4,3.095204008589836,2.3157894736842106,0
NE003007,2023,4,6.47887323943662,8.8,3
NE003007,2024,4,1.1009813232035455,1.2571428571428571,0
NE003007,2025,4,2.0153937240970987,4.0,0
NE003007,2026,4,10.804597701149426,1.6923076923076923,2
NE003008,1991,3,1.8076923076923077,1.9130434782608696,0
NE003008,1992,3,1.4375,1.3333333333333333,0
NE003008,1993,3,2.7058823529411766,2.2,0
NE003008,1994,3,1.0952380952380953,1.1,0
NE003008,1995,3,3.6153846153846154,4.0,0
NE003008,1996,3,2.5555555555555554,1.5714285714285714,0
NE003008,1997,3,1.3703703703703705,11.0,5
NE003008,1998,4,1.6936936936936935,1.222222222222222,0
NE003008,1999,4,2.5543478260869565,1.1282051282051282,0
NE003008,2000,4,1.3809990205680704,2.0952380952380953,0
NE003008,2001,4,1.387123064384678,2.444444444444444,0
NE003008,2002,4,1.367138364779874,14.666666666666668,5
NE003008,2003,4,1.2926756352765323,2.588235294117647,0
NE003008,2004,4,3.874551971326165,3.666666666666667,0
NE003008,2005,4,1.3473483038700431,3.3846153846153846,0
NE003008,2006,4,2.1870047543581617,2.75,0
NE003008,2007,4,2.4449339207048455,6.285714285714286,5
NE003008,2008,4,2.320381731424676,1.222222222222222,0
NE003008,2009,4,4.040114613180515,1.7599999999999998,0
NE003008,2010,4,1.7738405419489314,1.6923076923076923,0
NE003008,2011,4,15.49820788530466,4.4,2
NE003008,2012,4,3.1400282885431405,4.888888888888888,0
NE003008,2013,4,2.303839732888147,1.517241379310345,0
NE003008,2014,4,1.7690742624618516,2.2,0
NE003008,2015,4,2.3979591836734695,4.888888888888888,0
NE003008,2016,4,4.643524699599466,3.666666666666667,0
NE003008,2017,4,2.797041906327034,7.333333333333334,5
NE003008,2018,4,1.2810313075506445,1.375,0
NE003008,2019,4,1.6428908833254607,1.4666666666666668,0
NE003008,2020,4,1.4716817985300477,2.588235294117647,0
NE003008,2021,4,1.5657967795669072,1.6296296296296295,0
NE003008,2022,4,1.3470404984423674,2.3157894736842106,0
NE003008,2023,4,4.893617021276596,8.8,5
NE003008,2024,4,1.1667225763166722,1.2571428571428571,0
NE003008,2025,4,1.2545454545454546,4.0,0
NE003008,2026,4,8.24561403508772,1.6923076923076923,1
NE004001,1991,3,1.6818181818181817,11.0,5
NE004001,1992,3,4.111111111111111,2.3157894736842106,0
NE004001,1993,3,6.571428571428571,7.333333333333334,3
NE004001,1994,3,1.46875,1.222222222222222,0
NE004001,1995,3,3.6999999999999997,5.5,5
NE004001,1996,3,6.166666666666666,6.285714285714286,3
NE004001,1997,3,1.48,8.8,5
NE004001,1998,4,1.337126600284495,2.0,0
NE004001,1999,4,1.236402417348027,1.222222222222222,0
NE004001,2000,4,1.328308996702779,1.6923076923076923,0
NE004001,2001,4,1.2144131287905815,2.75,0
NE004001,2002,4,2.279708973322555,2.588235294117647,0
NE004001,2003,4,1.3005272407732864,1.4666666666666668,0
NE004001,2004,4,2.915711395819285,4.4,0
NE004001,2005,4,1.5578947368421052,3.666666666666667,0
NE004001,2006,4,5.748760330578512,8.8,3
NE004001,2007,4,3.099641577060932,3.3846153846153846,0
NE004001,2008,4,2.8438266557645133,1.9130434782608696,0
NE004001,2009,4,4.713375796178344,7.333333333333334,5
NE004001,2010,4,1.2058094226000708,1.3333333333333333,0
NE004001,2011,4,2.9399830938292477,1.8333333333333335,0
NE004001,2012,4,1.4704103671706263,1.6923076923076923,0
NE004001,2013,4,2.839506172839506,2.2,0
NE004001,2014,4,2.4355742296918765,4.0,0
NE004001,2015,4,4.387351778656126,2.9333333333333336,0
NE004001,2016,4,2.2733964248159833,2.588235294117647,0
NE004001,2017,4,1.524682651622003,1.5714285714285714,0
NE004001,2018,4,2.07088122605364,1.375,0
NE004001,2019,4,3.136818687430478,2.0952380952380953,0
NE004001,2020,4,1.1823549843695729,1.8333333333333335,0
NE004001,2021,4,1.614670380687094,1.6296296296296295,0
NE004001,2022,4,2.2889610389610393,1.222222222222222,0
NE004001,2023,4,1.5823475887170153,1.5714285714285714,0
NE004001,2024,4,1.1455108359133128,1.222222222222222,0
NE004001,2025,4,1.666281310211946,1.4666666666666668,0
NE004001,2026,4,2.1843532145623548,1.9130434782608696,0
NE004002,1991,3,2.0,11.0,5
NE004002,1992,3,2.473684210526316,2.3157894736842106,0
NE004002,1993,3,23.5,7.333333333333334,4
NE004002,1994,3,2.3125,1.222222222222222,0
NE004002,1995,3,11.75,5.5,4
NE004002,1996,3,2.642857142857143,6.285714285714286,5
NE004002,1997,3,4.2727272727272725,8.8,5
NE004002,1998,4,1.1076197957580518,2.0,0
NE004002,1999,4,1.482523444160273,1.222222222222222,0
NE004002,2000,4,2.0982142857142856,1.6923076923076923,0
NE004002,2001,4,1.0940547341931426,2.75,0
NE004002,2002,4,3.211320754716981,2.588235294117647,0
NE004002,2003,4,1.4450261780104712,1.4666666666666668,0
NE004002,2004,4,6.052631578947369,4.4,1
NE004002,2005,4,1.5024322446143155,3.666666666666667,0
NE004002,2006,4,4.849002849002849,8.8,5
NE004002,2007,4,2.420937840785169,3.3846153846153846,0
NE004002,2008,4,2.1663326653306614,1.9130434782608696,0
NE004002,2009,4,2.898333333333333,7.333333333333334,5
NE004002,2010,4,1.1921698373311276,1.3333333333333333,0
NE004002,2011,4,1.96054114994363,1.8333333333333335,0
NE004002,2012,4,1.5762996087199552,1.6923076923076923,0
NE004002,2013,4,4.88587570621469,2.2,0
NE004002,2014,4,1.4330218068535827,4.0,0
NE004002,2015,4,2.5284738041002277,2.9333333333333336,0
NE004002,2016,4,1.4417177914110428,2.588235294117647,0
NE004002,2017,4,1.570835256114444,1.5714285714285714,0
NE004002,2018,4,1.8573883161512026,1.375,0
NE004002,2019,4,1.6838006230529594,2.0952380952380953,0
NE004002,2020,4,2.638846737481032,1.8333333333333335,0
NE004002,2021,4,1.247892074198988,1.6296296296296295,0
NE004002,2022,4,2.792079207920792,1.222222222222222,0
NE004002,2023,4,2.940397350993378,1.5714285714285714,0
NE004002,2024,4,1.083781706379708,1.222222222222222,0
NE004002,2025,4,1.5043252595155707,1.4666666666666668,0
NE004002,2026,4,4.483306836248012,1.9130434782608696,0
NE004003,1991,3,2.176470588235294,11.0,5
NE004003,1992,3,1.9583333333333335,2.3157894736842106,0
NE004003,1993,3,15.666666666666668,7.333333333333334,4
NE004003,1994,3,2.35,1.222222222222222,0
NE004003,1995,3,5.222222222222222,5.5,3
NE004003,1996,3,3.3636363636363633,6.285714285714286,5
NE004003,1997,3,2.642857142857143,8.8,5
NE004003,1998,4,1.1500815660685155,2.0,0
NE004003,1999,4,1.6883495145631067,1.222222222222222,0
NE004003,2000,4,1.7526413921690491,1.6923076923076923,0
NE004003,2001,4,1.0456900612341027,2.75,0
NE004003,2002,4,3.480572597137014,2.588235294117647,0
NE004003,2003,4,1.6038575667655786,1.4666666666666668,0
NE004003,2004,4,3.46474358974359,4.4,0
NE004003,2005,4,1.3058823529411765,3.666666666666667,0
NE004003,2006,4,4.483306836248012,8.8,5
NE004003,2007,4,2.0947692307692307,3.3846153846153846,0
NE004003,2008,4,3.3159509202453994,1.9130434782608696,0
NE004003,2009,4,9.910714285714286,7.333333333333334,3
NE004003,2010,4,1.3182897862232779,1.3333333333333333,0
NE004003,2011,4,2.734136546184739,1.8333333333333335,0
NE004003,2012,4,1.5289957567185288,1.6923076923076923,0
NE004003,2013,4,4.443864229765013,2.2,0
NE004003,2014,4,1.647196261682243,4.0,0
NE004003,2015,4,1.910213243546577,2.9333333333333336,0
NE004003,2016,4,1.5268361581920904,2.588235294117647,0
NE004003,2017,4,1.3005272407732864,1.5714285714285714,0
NE004003,2018,4,1.755582622817702,1.375,0
NE004003,2019,4,1.5511551155115513,2.0952380952380953,0
NE004003,2020,4,1.2630797773654916,1.8333333333333335,0
NE004003,2021,4,1.6805450416351249,1.6296296296296295,0
NE004003,2022,4,2.227488151658768,1.222222222222222,0
NE004003,2023,4,2.2311557788944727,1.5714285714285714,0
NE004003,2024,4,1.0360440869824248,1.222222222222222,0
NE004003,2025,4,1.5610412926391384,1.4666666666666668,0
NE004003,2026,4,2.594296228150874,1.9130434782608696,0
NE004004,1991,3,2.176470588235294,11.0,5
NE004004,1992,3,3.1333333333333333,2.3157894736842106,0
NE004004,1993,3,5.285714285714286,7.333333333333334,3
NE004004,1994,3,1.5666666666666667,1.222222222222222,0
NE004004,1995,3,2.764705882352941,5.5,5
NE004004,1996,3,6.571428571428571,6.285714285714286,3
NE004004,1997,3,1.3703703703703705,8.8,5
NE004004,1998,4,1.3454198473282444,2.0,0
NE004004,1999,4,1.2477876106194692,1.222222222222222,0
NE004004,2000,4,1.2012987012987013,1.6923076923076923,0
NE004004,2001,4,1.295281582952816,2.75,0
NE004004,2002,4,2.3114754098360657,2.588235294117647,0
NE004004,2003,4,1.4453125,1.4666666666666668,0
NE004004,2004,4,3.1085549964054637,4.4,0
NE004004,2005,4,1.677673730901922,3.666666666666667,0
NE004004,2006,4,4.707846410684474,8.8,5
NE004004,2007,4,3.318495778971604,3.3846153846153846,0
NE004004,2008,4,3.5818743563336763,1.9130434782608696,0
NE004004,2009,4,5.721649484536083,7.333333333333334,3
NE004004,2010,4,1.2342277012327774,1.3333333333333333,0
NE004004,2011,4,3.0705394190871367,1.8333333333333335,0
NE004004,2012,4,1.6629213483146068,1.6923076923076923,0
NE004004,2013,4,2.5939849624060147,2.2,0
NE004004,2014,4,2.6815728604471856,4.0,0
NE004004,2015,4,8.676923076923076,2.9333333333333336,1
NE004004,2016,4,2.448471121177803,2.588235294117647,0
NE004004,2017,4,1.5766558591940714,1.5714285714285714,0
NE004004,2018,4,1.7897350993377483,1.375,0
NE004004,2019,4,2.645403377110694,2.0952380952380953,0
NE004004,2020,4,1.0789223454833596,1.8333333333333335,0
NE004004,2021,4,1.5023758099352051,1.6296296296296295,0
NE004004,2022,4,2.2650602409638556,1.222222222222222,0
NE004004,2023,4,1.8765849535080303,1.5714285714285714,0
NE004004,2024,4,1.1362299901992812,1.222222222222222,0
NE004004,2025,4,1.5990804597701147,1.4666666666666668,0
NE004004,2026,4,2.8804902962206334,1.9130434782608696,0
NE004007,1991,3,1.3214285714285714,11.0,5
NE004007,1992,3,2.9375,2.3157894736842106,0
NE004007,1993,3,6.571428571428571,7.333333333333334,3
NE004007,1994,3,1.46875,1.222222222222222,0
NE004007,1995,3,2.4210526315789473,5.5,5
NE004007,1996,3,11.75,6.285714285714286,4
NE004007,1997,3,1.423076923076923,8.8,5
NE004007,1998,4,1.3967310549777119,2.0,0
NE004007,1999,4,2.0374926772114823,1.222222222222222,0
NE004007,2000,4,1.4354106479570778,1.6923076923076923,0
NE004007,2001,4,1.1592689295039165,2.75,0
NE004007,2002,4,2.8261437908496734,2.588235294117647,0
NE004007,2003,4,1.7074128620520372,1.4666666666666668,0
NE004007,2004,4,5.118796992481204,4.4,1
NE004007,2005,4,1.5184678522571822,3.666666666666667,0
NE004007,2006,4,4.0335820895522385,8.8,5
NE004007,2007,4,2.734977862112587,3.3846153846153846,0
NE004007,2008,4,4.106257378984652,1.9130434782608696,0
NE004007,2009,4,4.171597633136095,7.333333333333334,5
NE004007,2010,4,1.1202072538860104,1.3333333333333333,0
NE004007,2011,4,2.948207171314741,1.8333333333333335,0
NE004007,2012,4,1.3876885446392173,1.6923076923076923,0
NE004007,2013,4,5.936842105263158,2.2,1
NE004007,2014,4,2.545998504113687,4.0,0
NE004007,2015,4,3.9495798319327724,2.9333333333333336,0
NE004007,2016,4,1.8275570583262892,2.588235294117647,0
NE004007,2017,4,1.410705352676338,1.5714285714285714,0
NE004007,2018,4,1.8613861386138613,1.375,0
NE004007,2019,4,2.5246195165622205,2.0952380952380953,0
NE004007,2020,4,1.0626336694164376,1.8333333333333335,0
NE004007,2021,4,2.021505376344086,1.6296296296296295,0
NE004007,2022,4,2.2591431556948796,1.222222222222222,0
NE004007,2023,4,1.8958155422715626,1.5714285714285714,0
NE004007,2024,4,1.195189003436426,1.222222222222222,0
NE004007,2025,4,1.2810313075506445,1.4666666666666668,0
NE004007,2026,4,2.175925925925926,1.9130434782608696,0
NE004008,1991,3,1.5416666666666665,11.0,5
NE004008,1992,3,4.7,2.3157894736842106,0
NE004008,1993,3,7.833333333333334,7.333333333333334,3
NE004008,1994,3,1.5161290322580647,1.222222222222222,0
NE004008,1995,3,2.5555555555555554,5.5,5
NE004008,1996,3,6.166666666666666,6.285714285714286,3
NE004008,1997,3,1.423076923076923,8.8,5
NE004008,1998,4,1.3479923518164434,2.0,0
NE004008,1999,4,1.6094400740397963,1.222222222222222,0
NE004008,2000,4,2.722007722007722,1.6923076923076923,0
NE004008,2001,4,1.0311193683232698,2.75,0
NE004008,2002,4,2.707317073170732,2.588235294117647,0
NE004008,2003,4,1.3293413173652695,1.4666666666666668,0
NE004008,2004,4,2.736428009441385,4.4,0
NE004008,2005,4,1.2367688022284122,3.666666666666667,0
NE004008,2006,4,5.936842105263158,8.8,3
NE004008,2007,4,2.817182817182817,3.3846153846153846,0
NE004008,2008,4,3.125803489439853,1.9130434782608696,0
NE004008,2009,4,9.61038961038961,7.333333333333334,3
NE004008,2010,4,1.4888698630136987,1.3333333333333333,0
NE004008,2011,4,3.0349040139616053,1.8333333333333335,0
NE004008,2012,4,1.5008818342151675,1.6923076923076923,0
