level,pcode,year,spi
2,NE005005,2025,-0.7415769837066593
2,NE005005,2024,1.5622361164511955
2,NE005005,2023,-0.19539507511612156
2,NE005005,2022,-1.6561987009947226
2,NE005005,2021,-0.8865490044369791
2,NE005005,2020,0.418996794433236
2,NE005005,2019,-1.8737862325159103
2,NE005005,2018,-0.36070182655226507
2,NE005005,2017,-0.21211083550557927
2,NE005005,2016,1.229739415130326
2,NE005005,2015,0.18351629940001515
2,NE005005,2014,0.4591542957164055
2,NE005005,2013,-0.370628221153505
2,NE005005,2012,0.4019980315384781
2,NE005005,2011,-0.7330033338112328
2,NE005005,2010,0.47141243721918663
2,NE005005,2009,-0.100057779188021
2,NE005005,2008,-0.0015534913994664885
2,NE005005,2007,0.16739296097056172
2,NE005005,2006,-0.008503408936923947
2,NE005005,2005,1.9307090947779746
2,NE005005,2004,-0.8775354418897687
2,NE005005,2003,1.2311387071821251
2,NE005005,2002,0.6396035314836163
2,NE005005,2001,0.5379323649666138
2,NE005005,2000,-0.3208491742170668
2,NE005005,1999,-0.13876375506792557
2,NE005005,1998,0.8591045186814423
2,NE005005,1997,-0.8902496457755278
2,NE005005,1996,0.18755435517596428
2,NE005005,1995,-0.6311949612608716
2,NE005005,1994,1.3575945553203885
2,NE005005,1993,-0.9998833878450555
2,NE005005,1992,-0.301809321586014
2,NE005005,1991,0.17441793292888347
2,NE005009,2026,-0.4312815066087724
2,NE005009,2025,-0.1084362081625269
2,NE005009,2024,1.1194651267468754
2,NE005009,2023,-0.19798602718948535
2,NE005009,2022,-1.1676004804081803
2,NE005009,2021,-0.3364080061342996
2,NE005009,2020,0.1848231384943906
2,NE005009,2019,-1.7048966558911982
2,NE005009,2018,-1.3502698331689655
2,NE005009,2017,1.315873048042827
2,NE005009,2016,0.7267675943977231
2,NE005009,2015,-0.2731373536018279
2,NE005009,2014,0.12475059402608925
2,NE005009,2013,-1.3486419088809973
2,NE005009,2012,0.09987361284612299
2,NE005009,2011,0.06528687607288647
2,NE005009,2010,0.43088737889609097
2,NE005009,2009,0.04804674424941795
2,NE005009,2008,0.5304001004108553
2,NE005009,2007,-0.20453558056376134
2,NE005009,2006,-0.4093399242365998
2,NE005009,2005,1.7046702967961673
2,NE005009,2004,-1.2776560135941928
2,NE005009,2003,1.4027801794988417
2,NE005009,2002,0.3419942541762898
2,NE005009,2001,0.502519859307626
2,NE005009,2000,0.43967267409707517
2,NE005009,1999,-0.25749216107915346
2,NE005009,1998,1.3565851709401668
2,NE005009,1997,-0.6862877040220727
2,NE005009,1996,0.01391546011167471
2,NE005009,1995,-1.4031918887891266
2,NE005009,1994,1.7084712126334465
2,NE005009,1993,-0.8955108750795994
2,NE005009,1992,-0.1323232147401235
2,NE005009,1991,0.17741832204008529
2,NE004007,2026,1.4169325571657128
2,NE004007,2025,1.112592242734244
2,NE004007,2024,1.3487329159329313
2,NE004007,2023,0.20505470104865273
2,NE004007,2022,-0.8601294352877533
2,NE004007,2021,0.09415537286807128
2,NE004007,2020,1.6181863105955536
2,NE004007,2019,-1.1178160305355473
2,NE004007,2018,0.03861473410173907
2,NE004007,2017,1.9267987436064695
2,NE004007,2016,0.3713974567537504
2,NE004007,2015,-1.3342132609704935
2,NE004007,2014,-0.06820447726858242
2,NE004007,2013,-1.42723965092931
2,NE004007,2012,0.9423047889507866
2,NE004007,2011,-0.4051964208902971
2,NE004007,2010,0.7709509076522376
2,NE004007,2009,-0.6088708062422862
2,NE004007,2008,-1.0057461035878552
2,NE004007,2007,0.0680559422763602
2,NE004007,2006,-1.1071674896675097
2,NE004007,2005,0.8672213976325803
2,NE004007,2004,-1.1389929284424454
2,NE004007,2003,-0.4011223856170689
2,NE004007,2002,-0.9883364354471407
2,NE004007,2001,1.4105880370935924
2,NE004007,2000,0.286968926717019
2,NE004007,1999,0.0525950246138828
2,NE004007,1998,-0.4265994482793373
2,NE004007,1997,0.6207992028631202
2,NE004007,1996,-1.3889768028652858
2,NE004007,1995,-0.2204872545341732
2,NE004007,1994,0.203789937520845
2,NE004007,1993,-0.8030832919868807
2,NE004007,1992,-0.5294523297222772
2,NE004007,1991,0.7825092026488815
2,NE004001,2026,1.2765910636644309
2,NE004001,2025,-0.5333455694665554
2,NE004001,2024,1.6420691989147254
2,NE004001,2023,0.13251832045528503
2,NE004001,2022,-0.8641929423440703
2,NE004001,2021,0.4545790058271404
2,NE004001,2020,0.7678962282386766
2,NE004001,2019,-1.661615898852648
2,NE004001,2018,-0.43919305344726384
2,NE004001,2017,-0.2687967123905989
2,NE004001,2016,0.9751224961944149
2,NE004001,2015,-0.9637792017723279
2,NE004001,2014,-0.01856211083907398
2,NE004001,2013,0.49614909790690065
2,NE004001,2012,0.7204262118569931
2,NE004001,2011,-0.7549353237938092
2,NE004001,2010,0.8668321862057211
2,NE004001,2009,-0.6601083192646939
2,NE004001,2008,-0.3755583439618116
2,NE004001,2007,-1.0185596402303625
2,NE004001,2006,-1.003789405097717
2,NE004001,2005,0.8531381272614245
2,NE004001,2004,-1.4771798115906312
2,NE004001,2003,0.868886521540377
2,NE004001,2002,0.03648738325462623
2,NE004001,2001,1.7576251072353324
2,NE004001,2000,1.2769107474196573
2,NE004001,1999,0.7151440194969112
2,NE004001,1998,0.013764961667741491
2,NE004001,1997,0.5742192588710228
2,NE004001,1996,-0.9882245005974494
2,NE004001,1995,-0.7591605739777592
2,NE004001,1994,0.1653266350569949
2,NE004001,1993,-1.0536814346435097
2,NE004001,1992,-0.8430846711950274
2,NE004001,1991,0.21194465243428307
2,NE007003,2026,0.4063791001958844
2,NE007003,2025,-0.8959014107126336
2,NE007003,2024,1.131324863127188
2,NE007003,2023,-0.05051791878218136
2,NE007003,2022,-0.2701189481558235
2,NE007003,2021,0.3918090306252457
2,NE007003,2020,0.5302705969207903
2,NE007003,2019,-0.6809924000843512
2,NE007003,2018,0.021156918607675587
2,NE007003,2017,-0.22424226544209563
2,NE007003,2016,1.2676204430604374
2,NE007003,2015,-1.3842480911962167
2,NE007003,2014,-0.724923231802762
2,NE007003,2013,-0.6948580322812953
2,NE007003,2012,0.7941424860994124
2,NE007003,2011,-0.6708507755860624
2,NE007003,2010,1.0343626602289502
2,NE007003,2009,-0.7585623362440809
2,NE007003,2008,-0.5402388548645962
2,NE007003,2007,-0.49764893767625407
2,NE007003,2006,-1.6407613281040145
2,NE007003,2005,1.2980885678924694
2,NE007003,2004,-0.33383580573726285
2,NE007003,2003,2.7041466152583986
2,NE007003,2002,0.6678768933144822
2,NE007003,2001,0.5163105260332831
2,NE007003,2000,-0.41203389609926716
2,NE007003,1999,-0.6817911441061439
2,NE007003,1998,-0.19196492662214718
2,NE007003,1997,0.03823285121045515
2,NE007003,1996,-0.982568994248719
2,NE007003,1995,0.17894132988017913
2,NE007003,1994,-0.05594103074017076
2,NE007003,1993,-0.140823149030646
2,NE007003,1992,0.9175954563095872
2,NE007003,1991,-0.01691336436144781
2,NE004006,2026,0.9165820453506812
2,NE004006,2025,0.4418036580797609
2,NE004006,2024,1.1971408675026785
2,NE004006,2023,0.4309165532719003
2,NE004006,2022,-0.5338539899127355
2,NE004006,2021,-0.2266565218363966
2,NE004006,2020,0.9992222235946105
2,NE004006,2019,-2.11730727111389
2,NE004006,2018,-0.24562697348730864
2,NE004006,2017,0.22300096595851998
2,NE004006,2016,-0.0011195994525617313
2,NE004006,2015,-1.232666616217715
2,NE004006,2014,0.5578084548822302
2,NE004006,2013,-0.2810320729180256
2,NE004006,2012,0.9397873888714855
2,NE004006,2011,-0.43185810728846
2,NE004006,2010,1.3489344018347111
2,NE004006,2009,-0.45701237753020024
2,NE004006,2008,-0.2508800698871672
2,NE004006,2007,-1.0160590275773291
2,NE004006,2006,-0.6281561679758422
2,NE004006,2005,0.5030334942343351
2,NE004006,2004,-1.1973789730127238
2,NE004006,2003,0.4076700825154244
2,NE004006,2002,-0.021539395546283768
2,NE004006,2001,1.5531562468483484
2,NE004006,2000,1.1077306698738056
2,NE004006,1999,0.23552239545405554
2,NE004006,1998,-0.004186831743436384
2,NE004006,1997,0.0726895324000413
2,NE004006,1996,-1.01129014571795
2,NE004006,1995,-1.18237364158811
2,NE004006,1994,0.8262846434334369
2,NE004006,1993,-0.6894908171560145
2,NE004006,1992,-0.7962103037410938
2,NE004006,1991,0.6028262109049658
2,NE006004,2026,0.6830959395163922
2,NE006004,2025,-0.6808960290408961
2,NE006004,2024,0.9370831416885466
2,NE006004,2023,-0.4593607010966655
2,NE006004,2022,-2.0210470169156567
2,NE006004,2021,-0.25586243729213975
2,NE006004,2020,0.2079428835186225
2,NE006004,2019,-1.5187417763424333
2,NE006004,2018,0.4126925926224578
2,NE006004,2017,1.3182522360764881
2,NE006004,2016,1.496753310504798
2,NE006004,2015,0.31730628884383594
2,NE006004,2014,-0.7580646942656495
2,NE006004,2013,-0.6218660713644515
2,NE006004,2012,0.5830296478539979
2,NE006004,2011,-0.024929392899054544
2,NE006004,2010,0.8247756558419468
2,NE006004,2009,-0.11072686883855079
2,NE006004,2008,-0.8621237816864209
2,NE006004,2007,0.5211573895593615
