pcode,year,junjul_mm,n_months
NE003007,1987,60.411469999999994,2
NE003007,1988,129.4218993,2
NE003007,1989,49.6895823,2
NE003007,1990,93.5866106,2
NE003007,1991,76.2507376,2
NE003007,1992,76.0162744,2
NE003007,1993,82.41390919999999,2
NE003007,1994,93.28583270000001,2
NE003007,1995,86.9857794,2
NE003007,1996,64.4874756,2
NE003007,1997,59.7384419,2
NE003007,1998,118.40005090000001,2
NE003007,1999,74.645792,2
NE003007,2000,93.2884595,2
NE003007,2001,157.7529657,2
NE003007,2002,105.6211763,2
NE003007,2003,68.8625547,2
NE003007,2004,72.8494547,2
NE003007,2005,99.0524899,2
NE003007,2006,63.529285,2
NE003007,2007,94.2912037,2
NE003007,2008,103.3692602,2
NE003007,2009,54.105396760000005,2
NE003007,2010,128.5106825,2
NE003007,2011,58.3210205,2
NE003007,2012,86.34129300000001,2
NE003007,2013,83.88294309999999,2
NE003007,2014,71.7289363,2
NE003007,2015,70.90357780000001,2
NE003007,2016,123.30912329999998,2
NE003007,2017,128.0929352,2
NE003007,2018,85.81031130000001,2
NE003007,2019,78.5762617,2
NE003007,2020,59.1750701,2
NE003007,2021,54.7973834,2
NE003007,2022,76.7708631,2
NE003007,2023,45.3761444,2
NE003007,2024,79.0514683,2
NE003007,2025,118.55902110000001,2
NE003007,2026,37.133949099999995,2
NE003008,1981,168.1004009,2
NE003008,1982,108.01859100000001,2
NE003008,1983,111.4815863,2
NE003008,1984,93.10863069999999,2
NE003008,1985,109.73374639999999,2
NE003008,1986,146.6594346,2
NE003008,1987,93.2495596,2
NE003008,1988,191.369517,2
NE003008,1989,86.3352618,2
NE003008,1990,123.3093155,2
NE003008,1991,109.4388956,2
NE003008,1992,102.0817343,2
NE003008,1993,123.3379846,2
NE003008,1994,116.81181240000001,2
NE003008,1995,110.6564977,2
NE003008,1996,109.32496699999999,2
NE003008,1997,86.8014467,2
NE003008,1998,135.79404780000002,2
NE003008,1999,103.3916902,2
NE003008,2000,121.96906280000002,2
NE003008,2001,155.0281641,2
NE003008,2002,128.0509231,2
NE003008,2003,88.1996536,2
NE003008,2004,89.05591530000001,2
NE003008,2005,126.50229549999999,2
NE003008,2006,82.5809241,2
NE003008,2007,102.7739205,2
NE003008,2008,152.75339639999999,2
NE003008,2009,62.749325799999994,2
NE003008,2010,137.6720493,2
NE003008,2011,60.7519961,2
NE003008,2012,103.512944,2
NE003008,2013,103.0319925,2
NE003008,2014,112.73955900000001,2
NE003008,2015,87.88343120000002,2
NE003008,2016,162.7224514,2
NE003008,2017,146.5959108,2
NE003008,2018,106.106719,2
NE003008,2019,100.3703695,2
NE003008,2020,66.90963099999999,2
NE003008,2021,89.16841050000001,2
NE003008,2022,131.86848120000002,2
NE003008,2023,64.0076772,2
NE003008,2024,129.2061981,2
NE003008,2025,132.8437763,2
NE003008,2026,57.8960409,2
NE004001,1981,165.263735,2
NE004001,1982,89.0718905,2
NE004001,1983,114.47586749999999,2
NE004001,1984,101.0827187,2
NE004001,1985,111.6453877,2
NE004001,1986,114.8506459,2
NE004001,1987,88.614705,2
NE004001,1988,165.7368263,2
NE004001,1989,88.73567560000001,2
NE004001,1990,117.38625230000001,2
NE004001,1991,113.73740129999999,2
NE004001,1992,103.90492400000001,2
NE004001,1993,83.80689509999999,2
NE004001,1994,87.2274532,2
NE004001,1995,75.4440407,2
NE004001,1996,85.401084,2
NE004001,1997,121.01011079999999,2
NE004001,1998,125.0411859,2
NE004001,1999,99.76978669999998,2
NE004001,2000,94.7548186,2
NE004001,2001,144.87767499999998,2
NE004001,2002,102.0435386,2
NE004001,2003,93.6562481,2
NE004001,2004,86.82852799999999,2
NE004001,2005,134.858148,2
NE004001,2006,76.333609,2
NE004001,2007,76.45949809999999,2
NE004001,2008,97.1261985,2
NE004001,2009,77.2137746,2
NE004001,2010,131.2526762,2
NE004001,2011,69.32332579999999,2
NE004001,2012,110.7187754,2
NE004001,2013,48.175621,2
NE004001,2014,86.8342782,2
NE004001,2015,76.7801249,2
NE004001,2016,146.6550043,2
NE004001,2017,155.3184116,2
NE004001,2018,104.8239672,2
NE004001,2019,126.91100460000001,2
NE004001,2020,77.97260720000001,2
NE004001,2021,69.4296876,2
NE004001,2022,68.3912788,2
NE004001,2023,61.193367699999996,2
NE004001,2024,78.7789305,2
NE004001,2025,103.45048639999999,2
NE004001,2026,43.6992322,2
NE004002,1981,84.6148341,2
NE004002,1982,28.565202400000004,2
NE004002,1983,54.1200653,2
NE004002,1984,29.55951086,2
NE004002,1985,57.7984464,2
NE004002,1986,71.1414171,2
NE004002,1987,21.1945594,2
NE004002,1988,88.51220799999999,2
NE004002,1989,59.907895499999995,2
NE004002,1990,71.84748019999999,2
NE004002,1991,53.9421506,2
NE004002,1992,53.745592200000004,2
NE004002,1993,36.963209000000006,2
NE004002,1994,39.59091791,2
NE004002,1995,48.3585936,2
NE004002,1996,36.1866036,2
NE004002,1997,35.57670924,2
NE004002,1998,55.1865958,2
NE004002,1999,66.70971772,2
NE004002,2000,62.6265971,2
NE004002,2001,80.13017190000001,2
NE004002,2002,51.27685916,2
NE004002,2003,47.3459327,2
NE004002,2004,32.31982066,2
NE004002,2005,73.5264217,2
NE004002,2006,34.62645372000001,2
NE004002,2007,53.2652975,2
NE004002,2008,42.3632489,2
NE004002,2009,25.9005862,2
NE004002,2010,94.0179099,2
NE004002,2011,31.198043399999996,2
NE004002,2012,40.655957900000004,2
NE004002,2013,28.441509600000003,2
NE004002,2014,57.35117419,2
NE004002,2015,31.58871672,2
NE004002,2016,82.9682685,2
NE004002,2017,65.5242005,2
NE004002,2018,75.8147438,2
NE004002,2019,57.655556700000005,2
NE004002,2020,44.1257409,2
NE004002,2021,56.02310968,2
NE004002,2022,59.0876547,2
NE004002,2023,18.31031315,2
NE004002,2024,39.028136999999994,2
NE004002,2025,33.5879421,2
NE004002,2026,27.501105730000003,2
NE004003,1981,100.6988708,2
NE004003,1982,40.309896370000004,2
NE004003,1983,70.325728,2
NE004003,1984,55.709449899999996,2
NE004003,1985,60.5606728,2
NE004003,1986,75.674576,2
NE004003,1987,41.694336699999994,2
NE004003,1988,103.03511019999999,2
NE004003,1989,66.4814389,2
NE004003,1990,92.8225572,2
NE004003,1991,61.2757788,2
NE004003,1992,72.3107986,2
NE004003,1993,52.948926400000005,2
NE004003,1994,53.2620016,2
NE004003,1995,45.9066918,2
NE004003,1996,48.487633499999994,2
NE004003,1997,69.8680905,2
NE004003,1998,69.8012651,2
NE004003,1999,70.74470406000002,2
NE004003,2000,78.8040346,2
NE004003,2001,100.7728896,2
NE004003,2002,74.1870176,2
NE004003,2003,58.2933768,2
NE004003,2004,40.6260957,2
NE004003,2005,93.17014300000001,2
NE004003,2006,46.0022427,2
NE004003,2007,56.7405148,2
NE004003,2008,53.2611146,2
NE004003,2009,39.45424065,2
NE004003,2010,93.3246441,2
NE004003,2011,40.2605959,2
NE004003,2012,58.6652679,2
NE004003,2013,34.7333574,2
NE004003,2014,72.15465950000001,2
NE004003,2015,47.351463599999995,2
NE004003,2016,110.1923289,2
NE004003,2017,117.0864248,2
NE004003,2018,95.93428399999999,2
NE004003,2019,62.294224699999994,2
NE004003,2020,69.7102423,2
NE004003,2021,87.4967015,2
NE004003,2022,70.3234897,2
NE004003,2023,24.8583377,2
NE004003,2024,40.527299,2
NE004003,2025,55.8954124,2
NE004003,2026,34.317164559999995,2
NE004004,1981,180.0064697,2
NE004004,1982,98.6352301,2
NE004004,1983,124.44585029999999,2
NE004004,1984,98.67217029999999,2
NE004004,1985,119.80368440000001,2
NE004004,1986,132.8673068,2
NE004004,1987,98.24917970000001,2
NE004004,1988,152.9401808,2
NE004004,1989,92.7238463,2
NE004004,1990,128.4767143,2
NE004004,1991,125.97198399999999,2
NE004004,1992,116.620759,2
NE004004,1993,84.48670700000001,2
NE004004,1994,100.6867698,2
NE004004,1995,71.8290964,2
NE004004,1996,84.24949670000001,2
NE004004,1997,129.02380780000001,2
NE004004,1998,129.5982381,2
NE004004,1999,110.6241891,2
NE004004,2000,100.4166886,2
NE004004,2001,148.92807200000001,2
NE004004,2002,104.6816532,2
NE004004,2003,98.3641298,2
NE004004,2004,91.29905570000001,2
NE004004,2005,133.807178,2
NE004004,2006,71.8644465,2
NE004004,2007,87.02729839999999,2
NE004004,2008,112.4837877,2
NE004004,2009,80.13312020000001,2
NE004004,2010,140.92617090000002,2
NE004004,2011,80.2771245,2
NE004004,2012,130.493672,2
NE004004,2013,51.1614463,2
NE004004,2014,90.3557487,2
NE004004,2015,90.5606008,2
NE004004,2016,157.958791,2
NE004004,2017,137.67636099999999,2
NE004004,2018,107.4203474,2
NE004004,2019,135.2158236,2
NE004004,2020,73.75323379999999,2
NE004004,2021,75.9569849,2
NE004004,2022,64.1040806,2
NE004004,2023,64.8549426,2
NE004004,2024,79.0469448,2
NE004004,2025,105.0046253,2
NE004004,2026,49.739329149999996,2
NE004005,1981,145.64886330000002,2
NE004005,1982,74.1362209,2
NE004005,1983,89.1261727,2
NE004005,1984,73.5726358,2
NE004005,1985,95.18925619999999,2
NE004005,1986,88.3906052,2
NE004005,1987,75.7425745,2
NE004005,1988,148.73513559999998,2
NE004005,1989,77.63262470000001,2
NE004005,1990,102.23190739999998,2
NE004005,1991,87.2740637,2
NE004005,1992,92.1416453,2
NE004005,1993,77.2611765,2
NE004005,1994,72.5093238,2
NE004005,1995,77.7913818,2
NE004005,1996,95.137831,2
NE004005,1997,88.8268281,2
NE004005,1998,105.25218869999999,2
NE004005,1999,95.95047100000001,2
NE004005,2000,92.0872315,2
NE004005,2001,138.7151666,2
NE004005,2002,102.111922,2
NE004005,2003,85.4063899,2
NE004005,2004,68.360255,2
NE004005,2005,129.66504,2
NE004005,2006,63.3927147,2
NE004005,2007,62.3226153,2
NE004005,2008,82.3622373,2
NE004005,2009,60.721092000000006,2
NE004005,2010,117.70701849999999,2
NE004005,2011,51.990481900000006,2
NE004005,2012,77.24541669999999,2
NE004005,2013,44.410680299999996,2
NE004005,2014,79.9165009,2
NE004005,2015,75.5194294,2
NE004005,2016,151.5324157,2
NE004005,2017,201.2818307,2
NE004005,2018,98.0036819,2
NE004005,2019,89.5082642,2
NE004005,2020,86.0914789,2
NE004005,2021,67.6392406,2
NE004005,2022,96.9973248,2
NE004005,2023,46.0244295,2
NE004005,2024,66.0657521,2
NE004005,2025,96.35213669999999,2
NE004005,2026,26.37460976,2
NE004006,1981,183.2008074,2
NE004006,1982,107.2494952,2
NE004006,1983,128.4744685,2
NE004006,1984,108.96739299999999,2
NE004006,1985,123.81439219999999,2
NE004006,1986,117.91020800000001,2
NE004006,1987,101.6182503,2
NE004006,1988,220.5583682,2
NE004006,1989,105.6920835,2
NE004006,1990,107.9651908,2
NE004006,1991,120.33490450000001,2
NE004006,1992,102.79939379999999,2
NE004006,1993,110.6070728,2
NE004006,1994,106.80332920000001,2
NE004006,1995,87.4194151,2
NE004006,1996,120.5273737,2
NE004006,1997,115.70977339999999,2
NE004006,1998,145.9888072,2
NE004006,1999,115.30938699999999,2
NE004006,2000,113.7119325,2
NE004006,2001,175.36371110000002,2
NE004006,2002,116.06484999999999,2
NE004006,2003,98.2572064,2
NE004006,2004,114.55742359999999,2
NE004006,2005,151.286443,2
NE004006,2006,77.5364738,2
NE004006,2007,78.9612463,2
NE004006,2008,119.5955106,2
NE004006,2009,85.0224254,2
NE004006,2010,130.6285837,2
NE004006,2011,83.770827,2
NE004006,2012,108.6307135,2
NE004006,2013,62.0634974,2
NE004006,2014,93.07350160000001,2
NE004006,2015,91.93249899999999,2
NE004006,2016,204.12465,2
NE004006,2017,236.011127,2
NE004006,2018,114.59315609999999,2
NE004006,2019,130.9168481,2
NE004006,2020,93.12538599999999,2
NE004006,2021,87.678532,2
NE004006,2022,116.4220867,2
NE004006,2023,65.764927,2
NE004006,2024,112.2027324,2
NE004006,2025,108.92933819999999,2
NE004006,2026,42.9346049,2
NE004007,1981,159.3132008,2
NE004007,1982,84.2539449,2
NE004007,1983,96.031825,2
NE004007,1984,87.9853566,2
NE004007,1985,104.6326936,2
NE004007,1986,100.4009248,2
NE004007,1987,85.3945432,2
NE004007,1988,170.75602229999998,2
NE004007,1989,88.00315739999999,2
NE004007,1990,96.0769637,2
NE004007,1991,100.8186368,2
NE004007,1992,84.177658,2
NE004007,1993,87.1601095,2
NE004007,1994,75.5977623,2
NE004007,1995,77.8134677,2
NE004007,1996,99.92917460000001,2
NE004007,1997,101.8784838,2
NE004007,1998,121.21582020000001,2
NE004007,1999,99.1147326,2
NE004007,2000,91.976167,2
NE004007,2001,142.83561500000002,2
NE004007,2002,97.83681059999999,2
NE004007,2003,78.9546971,2
NE004007,2004,72.0322936,2
NE004007,2005,132.0788098,2
NE004007,2006,67.12659310000001,2
NE004007,2007,61.300910800000004,2
NE004007,2008,86.3355008,2
NE004007,2009,67.6663748,2
NE004007,2010,115.0061323,2
NE004007,2011,60.2219908,2
NE004007,2012,87.0602911,2
NE004007,2013,47.0670068,2
NE004007,2014,78.4842179,2
NE004007,2015,68.3314003,2
NE004007,2016,157.4579871,2
NE004007,2017,211.2801853,2
NE004007,2018,104.3853789,2
NE004007,2019,104.59645630000001,2
NE004007,2020,80.098471,2
NE004007,2021,62.6811975,2
NE004007,2022,92.5343783,2
NE004007,2023,43.4652943,2
NE004007,2024,79.24461409999999,2
NE004007,2025,106.1515803,2
NE004007,2026,31.588872,2
NE004008,1981,103.1415029,2
NE004008,1982,44.52624674,2
NE004008,1983,86.5775259,2
NE004008,1984,67.3659536,2
NE004008,1985,64.86544860000001,2
NE004008,1986,76.29645070000001,2
NE004008,1987,51.525972100000004,2
NE004008,1988,97.1771355,2
NE004008,1989,64.2811725,2
NE004008,1990,96.86230929999999,2
NE004008,1991,86.1153635,2
NE004008,1992,78.8388104,2
NE004008,1993,53.1948456,2
NE004008,1994,63.5631662,2
NE004008,1995,50.987552599999994,2
NE004008,1996,52.2326851,2
NE004008,1997,91.66507920000001,2
NE004008,1998,79.2675027,2
NE004008,1999,71.3413172,2
NE004008,2000,78.71318109999999,2
NE004008,2001,114.48911000000001,2
NE004008,2002,73.4988575,2
NE004008,2003,70.3096648,2
NE004008,2004,46.0621268,2
NE004008,2005,102.7733905,2
NE004008,2006,50.4717358,2
NE004008,2007,69.5420523,2
NE004008,2008,54.570474499999996,2
NE004008,2009,47.790920400000005,2
NE004008,2010,108.7972611,2
NE004008,2011,48.4904531,2
NE004008,2012,70.4985884,2
NE004008,2013,38.4961736,2
NE004008,2014,82.94378339999999,2
NE004008,2015,49.3643742,2
NE004008,2016,112.8617477,2
NE004008,2017,104.6981199,2
NE004008,2018,91.9434294,2
NE004008,2019,76.5501143,2
NE004008,2020,77.4067416,2
NE004008,2021,93.96367860000001,2
NE004008,2022,60.24952030000001,2
NE004008,2023,33.627114469999995,2
NE004008,2024,51.2258343,2
NE004008,2025,60.695710500000004,2
NE004008,2026,35.150735,2
NE004009,1981,132.0663532,2
NE004009,1982,67.9760659,2
NE004009,1983,106.075006,2
NE004009,1984,76.916804,2
NE004009,1985,83.25032850000001,2
NE004009,1986,87.84737770000001,2
NE004009,1987,59.786391200000004,2
NE004009,1988,101.01077140000001,2
NE004009,1989,81.57136160000002,2
NE004009,1990,107.51852579999999,2
NE004009,1991,91.3706578,2
NE004009,1992,98.1551619,2
NE004009,1993,61.712541599999994,2
NE004009,1994,76.7278136,2
NE004009,1995,53.8793331,2
NE004009,1996,59.0792695,2
NE004009,1997,102.3568693,2
NE004009,1998,94.713804,2
NE004009,1999,94.6621555,2
NE004009,2000,88.9365718,2
NE004009,2001,134.54356769999998,2
NE004009,2002,88.2916378,2
NE004009,2003,86.2455467,2
NE004009,2004,57.525599199999995,2
NE004009,2005,104.8932671,2
NE004009,2006,56.7926432,2
NE004009,2007,87.8088263,2
NE004009,2008,77.37032590000001,2
NE004009,2009,48.24635036,2
NE004009,2010,136.6589088,2
NE004009,2011,60.641770199999996,2
NE004009,2012,95.7092437,2
NE004009,2013,45.7484592,2
NE004009,2014,91.9469072,2
NE004009,2015,62.5701209,2
NE004009,2016,143.269442,2
NE004009,2017,106.40325430000001,2
NE004009,2018,96.6714439,2
NE004009,2019,104.83284900000001,2
NE004009,2020,64.9525873,2
NE004009,2021,99.2029696,2
NE004009,2022,53.867582299999995,2
NE004009,2023,52.5710548,2
NE004009,2024,64.0048232,2
NE004009,2025,77.0051584,2
NE004009,2026,43.04975777,2
NE005001,1981,94.5020735,2
NE005001,1982,26.783518100000002,2
NE005001,1983,49.58091230000001,2
NE005001,1984,24.68812765,2
NE005001,1985,49.6637827,2
NE005001,1986,69.4737612,2
NE005001,1987,19.793628050000002,2
NE005001,1988,79.0924378,2
NE005001,1989,45.7971218,2
NE005001,1990,68.2342752,2
NE005001,1991,46.8886607,2
NE005001,1992,48.42865020000001,2
NE005001,1993,48.83865779999999,2
NE005001,1994,40.2941875,2
NE005001,1995,45.051097799999994,2
NE005001,1996,36.392240900000004,2
NE005001,1997,34.179249060000004,2
NE005001,1998,53.8430469,2
NE005001,1999,61.25623866,2
NE005001,2000,56.8033501,2
NE005001,2001,59.8628553,2
NE005001,2002,55.55699480999999,2
NE005001,2003,49.6635587,2
NE005001,2004,35.5684383,2
NE005001,2005,62.913679300000005,2
NE005001,2006,29.1300587,2
NE005001,2007,50.1039615,2
NE005001,2008,39.69648263,2
NE005001,2009,27.69851643,2
NE005001,2010,87.9119647,2
NE005001,2011,33.885395439999996,2
NE005001,2012,44.09380147,2
NE005001,2013,30.054108839999998,2
NE005001,2014,35.10139358,2
NE005001,2015,32.5147262,2
NE005001,2016,80.57674060000001,2
NE005001,2017,71.065943,2
NE005001,2018,59.7111736,2
NE005001,2019,46.0933542,2
NE005001,2020,42.593085599999995,2
NE005001,2021,42.6640457,2
NE005001,2022,48.4376484,2
NE005001,2023,21.15396982,2
NE005001,2024,37.441240300000004,2
NE005001,2025,26.892244400000003,2
NE005001,2026,26.3143828,2
NE005002,1981,111.274681,2
NE005002,1982,57.799094800000006,2
NE005002,1983,80.4669439,2
NE005002,1984,44.6322368,2
NE005002,1985,64.1855162,2
NE005002,1986,79.32045600000001,2
NE005002,1987,45.8164582,2
NE005002,1988,80.7033629,2
NE005002,1989,41.81310156,2
NE005002,1990,97.182875,2
NE005002,1991,66.3348149,2
NE005002,1992,52.70232059999999,2
NE005002,1993,55.7574317,2
NE005002,1994,57.658476,2
NE005002,1995,52.3354426,2
NE005002,1996,43.927623940000004,2
NE005002,1997,49.474568,2
NE005002,1998,67.3228617,2
NE005002,1999,65.9433272,2
NE005002,2000,94.07732060000001,2
NE005002,2001,90.7039662,2
NE005002,2002,72.72374489999999,2
NE005002,2003,61.094360800000004,2
NE005002,2004,44.5587298,2
NE005002,2005,74.10414119999999,2
NE005002,2006,43.154399,2
NE005002,2007,73.57914960000001,2
NE005002,2008,59.3036779,2
NE005002,2009,43.6794062,2
NE005002,2010,99.6072063,2
NE005002,2011,38.40334224,2
NE005002,2012,74.324645,2
NE005002,2013,39.440490499999996,2
NE005002,2014,45.7263295,2
NE005002,2015,51.381689300000005,2
NE005002,2016,101.08508,2
NE005002,2017,107.9451444,2
NE005002,2018,83.2700908,2
NE005002,2019,56.946773400000005,2
NE005002,2020,66.9453185,2
NE005002,2021,48.151857899999996,2
NE005002,2022,63.9075853,2
NE005002,2023,27.9927333,2
NE005002,2024,41.5734469,2
NE005002,2025,51.106903300000006,2
NE005002,2026,22.704648759999998,2
NE005003,1981,134.7702414,2
NE005003,1982,74.1299981,2
NE005003,1983,88.9672114,2
NE005003,1984,54.5042039,2
NE005003,1985,74.53276220000001,2
NE005003,1986,94.9443982,2
NE005003,1987,68.213262,2
NE005003,1988,121.7299433,2
NE005003,1989,63.512257999999996,2
NE005003,1990,90.0115785,2
NE005003,1991,82.691191,2
NE005003,1992,82.6372255,2
NE005003,1993,79.96419270000001,2
NE005003,1994,74.76441249999999,2
NE005003,1995,77.2091918,2
NE005003,1996,54.045319,2
NE005003,1997,79.4808804,2
NE005003,1998,96.6171459,2
NE005003,1999,88.01091290000001,2
NE005003,2000,138.0733893,2
NE005003,2001,169.4708408,2
NE005003,2002,114.731465,2
NE005003,2003,80.2958778,2
NE005003,2004,62.04220300000001,2
NE005003,2005,107.31599069999999,2
NE005003,2006,55.1262256,2
NE005003,2007,86.22416150000001,2
NE005003,2008,79.94574589999999,2
NE005003,2009,50.931178329999995,2
NE005003,2010,126.48634799999999,2
NE005003,2011,55.41449840000001,2
NE005003,2012,77.3024272,2
NE005003,2013,59.36579,2
NE005003,2014,71.6926139,2
NE005003,2015,75.9695896,2
NE005003,2016,126.12040580000001,2
NE005003,2017,125.52516680000001,2
NE005003,2018,96.07495029999998,2
NE005003,2019,69.508807,2
NE005003,2020,98.9489379,2
NE005003,2021,74.136893,2
NE005003,2022,133.224066,2
NE005003,2023,28.7002789,2
NE005003,2024,68.1051755,2
NE005003,2025,72.7186775,2
NE005003,2026,32.8589966,2
NE005004,1981,147.9486052,2
NE005004,1982,75.67173310000001,2
NE005004,1983,95.0538046,2
NE005004,1984,62.5440608,2
NE005004,1985,84.56896610000001,2
NE005004,1986,120.6729163,2
NE005004,1987,51.68619819999999,2
NE005004,1988,129.56613299999998,2
NE005004,1989,70.2346659,2
NE005004,1990,92.2833892,2
NE005004,1991,69.2242552,2
NE005004,1992,94.6402652,2
NE005004,1993,73.187226,2
NE005004,1994,73.4923047,2
NE005004,1995,69.4985587,2
NE005004,1996,66.8436926,2
NE005004,1997,70.5289269,2
NE005004,1998,74.7045635,2
NE005004,1999,98.0288709,2
NE005004,2000,96.843109,2
NE005004,2001,108.64091379999999,2
NE005004,2002,94.8452856,2
NE005004,2003,82.2281878,2
NE005004,2004,58.0599649,2
NE005004,2005,104.28513360000001,2
NE005004,2006,55.2633576,2
NE005004,2007,79.3747458,2
NE005004,2008,65.98937459999999,2
NE005004,2009,48.618169699999996,2
NE005004,2010,111.2894483,2
NE005004,2011,68.7716185,2
NE005004,2012,89.3052206,2
NE005004,2013,46.76908616,2
NE005004,2014,85.4921119,2
NE005004,2015,65.1549167,2
NE005004,2016,135.8694523,2
NE005004,2017,133.0594299,2
NE005004,2018,106.78483739999999,2
NE005004,2019,85.04604660000001,2
NE005004,2020,90.21486949999999,2
NE005004,2021,82.09932330000001,2
NE005004,2022,102.3888618,2
NE005004,2023,42.5675497,2
NE005004,2024,72.5809775,2
NE005004,2025,74.0439776,2
NE005004,2026,41.442806000000004,2
NE005005,1981,146.478337,2
NE005005,1982,84.06543909999999,2
NE005005,1983,99.1444118,2
NE005005,1984,59.4060747,2
NE005005,1985,70.9570262,2
NE005005,1986,103.3406898,2
NE005005,1987,68.7128391,2
NE005005,1988,105.5662767,2
NE005005,1989,57.178592300000005,2
NE005005,1990,87.67020000000001,2
NE005005,1991,74.0238185,2
NE005005,1992,84.135088,2
NE005005,1993,73.9984516,2
NE005005,1994,72.9826577,2
NE005005,1995,68.53710699999999,2
NE005005,1996,58.03555,2
NE005005,1997,66.9207723,2
NE005005,1998,79.10206769999999,2
NE005005,1999,74.5246216,2
NE005005,2000,94.23615559999999,2
NE005005,2001,101.850955,2
NE005005,2002,90.93745200000001,2
NE005005,2003,80.9859937,2
NE005005,2004,64.5644021,2
NE005005,2005,93.1202102,2
NE005005,2006,50.9694245,2
NE005005,2007,90.1298525,2
NE005005,2008,71.4271877,2
NE005005,2009,53.744285000000005,2
NE005005,2010,108.0658141,2
NE005005,2011,58.519236400000004,2
NE005005,2012,92.2949472,2
NE005005,2013,53.668372500000004,2
NE005005,2014,66.67952639999999,2
NE005005,2015,64.8177937,2
NE005005,2016,104.45182910000001,2
NE005005,2017,120.8132135,2
NE005005,2018,92.62173680000001,2
NE005005,2019,88.29776430000001,2
NE005005,2020,95.2877338,2
NE005005,2021,77.611269,2
NE005005,2022,96.1926749,2
NE005005,2023,39.5817591,2
NE005005,2024,61.9116927,2
NE005005,2025,57.0578432,2
NE005005,2026,33.76391694,2
NE005006,1981,156.5715792,2
NE005006,1982,79.5971201,2
NE005006,1983,90.9836521,2
NE005006,1984,58.6625121,2
NE005006,1985,83.0570998,2
NE005006,1986,115.8807523,2
NE005006,1987,50.139732699999996,2
NE005006,1988,113.2726968,2
NE005006,1989,69.9277669,2
NE005006,1990,97.7908784,2
NE005006,1991,62.2873784,2
NE005006,1992,88.43544700000001,2
NE005006,1993,85.50512889999999,2
NE005006,1994,80.89113840000002,2
NE005006,1995,77.3763184,2
NE005006,1996,70.5031396,2
NE005006,1997,63.2066918,2
NE005006,1998,81.7382962,2
NE005006,1999,90.20624149999999,2
NE005006,2000,90.3528175,2
NE005006,2001,107.04078,2
NE005006,2002,75.3593627,2
NE005006,2003,92.9350469,2
NE005006,2004,67.451994,2
NE005006,2005,106.61826599999999,2
NE005006,2006,56.269806900000006,2
NE005006,2007,95.60404199999999,2
NE005006,2008,67.7765185,2
NE005006,2009,58.7413413,2
NE005006,2010,115.66415980000001,2
NE005006,2011,65.69797679999999,2
NE005006,2012,87.507621,2
NE005006,2013,47.482926500000005,2
NE005006,2014,71.3726307,2
NE005006,2015,64.0764226,2
NE005006,2016,137.1314966,2
NE005006,2017,126.31770230000001,2
NE005006,2018,103.7337243,2
NE005006,2019,87.6289148,2
NE005006,2020,82.1361245,2
NE005006,2021,75.2406684,2
NE005006,2022,93.1311513,2
NE005006,2023,52.0009987,2
NE005006,2024,69.65404480000001,2
NE005006,2025,59.5172807,2
NE005006,2026,47.04837239999999,2
NE005007,1981,160.8855019,2
NE005007,1982,76.75565010000001,2
NE005007,1983,94.455904,2
NE005007,1984,62.4684213,2
NE005007,1985,77.7130226,2
NE005007,1986,97.1037637,2
NE005007,1987,60.04361279999999,2
NE005007,1988,128.2763952,2
NE005007,1989,65.0752494,2
NE005007,1990,87.3527802,2
NE005007,1991,66.920577,2
NE005007,1992,99.49041009999999,2
NE005007,1993,69.9958297,2
NE005007,1994,74.8791981,2
NE005007,1995,66.60787350000001,2
NE005007,1996,72.9885605,2
NE005007,1997,75.7693862,2
NE005007,1998,89.1034686,2
NE005007,1999,104.69462250000001,2
NE005007,2000,99.3444436,2
NE005007,2001,130.6881168,2
NE005007,2002,98.478971,2
NE005007,2003,78.8062876,2
NE005007,2004,67.2733855,2
NE005007,2005,101.28242039999999,2
NE005007,2006,55.83905970000001,2
NE005007,2007,76.18135129999999,2
NE005007,2008,67.6744585,2
NE005007,2009,38.349870960000004,2
NE005007,2010,118.67299550000001,2
NE005007,2011,57.3595069,2
NE005007,2012,74.6800393,2
NE005007,2013,48.7941946,2
NE005007,2014,78.5090372,2
NE005007,2015,75.7975253,2
NE005007,2016,142.453937,2
NE005007,2017,141.63978699999998,2
NE005007,2018,98.4444773,2
NE005007,2019,76.9203908,2
NE005007,2020,105.8894828,2
NE005007,2021,82.2562775,2
NE005007,2022,117.0050687,2
NE005007,2023,36.7404478,2
NE005007,2024,72.54937559999999,2
NE005007,2025,79.8434312,2
NE005007,2026,24.103202449999998,2
NE005008,1981,195.89205729999998,2
NE005008,1982,97.725076,2
NE005008,1983,110.3804123,2
NE005008,1984,66.0742925,2
NE005008,1985,84.02170759999998,2
NE005008,1986,121.72906230000001,2
NE005008,1987,84.0939453,2
NE005008,1988,135.5425304,2
NE005008,1989,70.0620691,2
NE005008,1990,83.630132,2
NE005008,1991,85.1461553,2
NE005008,1992,105.14020050000002,2
NE005008,1993,90.42422880000001,2
NE005008,1994,98.25114210000001,2
NE005008,1995,72.7010694,2
NE005008,1996,85.3902119,2
NE005008,1997,88.23232340000001,2
NE005008,1998,106.36552899999998,2
NE005008,1999,105.1228263,2
NE005008,2000,117.0676239,2
NE005008,2001,145.5803287,2
NE005008,2002,129.194707,2
NE005008,2003,100.76190030000001,2
