wmo_id,name,year,month,precip_mm,quintile,n_rain_days,source,lat,lon
61080,Maradi,2011,8,142.0,,11.0,CLIMAT,,
61090,Zinder,2011,8,186.0,3.0,10.0,CLIMAT,,
61091,Magaria,2011,8,288.0,4.0,15.0,CLIMAT,,
61096,Maine-Soroa,2011,8,153.0,3.0,10.0,CLIMAT,,
61099,Gaya,2011,8,409.0,5.0,15.0,CLIMAT,,
61075,Birni-N Konni,2012,6,46.0,2.0,4.0,CLIMAT,,
61096,Maine-Soroa,2012,6,58.0,5.0,4.0,CLIMAT,,
61090,Zinder,2012,6,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2012,7,0.0,3.0,1.0,CLIMAT,,
61036,Tillabery,2012,7,208.0,5.0,10.0,CLIMAT,,
61045,Goure,2012,7,82.0,2.0,6.0,CLIMAT,,
61049,N Guigmi,2012,7,114.0,5.0,9.0,CLIMAT,,
61052,Niamey-Aero,2012,7,125.0,2.0,10.0,CLIMAT,,
61017,Bilma,2012,8,3.0,3.0,3.0,CLIMAT,,
61024,Agadez,2012,8,0.0,,,CLIMAT,,
61036,Tillabery,2012,8,190.0,4.0,10.0,CLIMAT,,
61043,Tahoua,2012,8,1115.0,2.0,11.0,CLIMAT,,
61045,Goure,2012,8,220.0,5.0,12.0,CLIMAT,,
61049,N Guigmi,2012,8,167.0,4.0,8.0,CLIMAT,,
61052,Niamey-Aero,2012,8,328.0,5.0,13.0,CLIMAT,,
61075,Birni-N Konni,2012,8,139.0,1.0,11.0,CLIMAT,,
61080,Maradi,2012,8,173.0,2.0,11.0,CLIMAT,,
61090,Zinder,2012,8,260.0,4.0,11.0,CLIMAT,,
61017,Bilma,2013,6,0.0,4.0,0.0,CLIMAT,,
61024,Agadez,2013,6,4.0,2.0,1.0,CLIMAT,,
61036,Tillabery,2013,6,44.0,2.0,3.0,CLIMAT,,
61045,Goure,2013,6,55.0,5.0,6.0,CLIMAT,,
61049,N Guigmi,2013,6,7.0,4.0,1.0,CLIMAT,,
61052,Niamey-Aero,2013,6,69.0,3.0,6.0,CLIMAT,,
61053,Dosso,2013,6,74.0,,10.0,CLIMAT,,
61075,Birni-N Konni,2013,6,66.0,3.0,7.0,CLIMAT,,
61080,Maradi,2013,6,24.0,1.0,4.0,CLIMAT,,
61085,Diffa,2013,6,22.0,4.0,4.0,CLIMAT,,
61090,Zinder,2013,6,54.0,4.0,4.0,CLIMAT,,
61091,Magaria,2013,6,98.0,5.0,8.0,CLIMAT,,
61099,Gaya,2013,6,134.0,4.0,9.0,CLIMAT,,
61017,Bilma,2013,7,2.0,4.0,1.0,CLIMAT,,
61024,Agadez,2013,7,62.0,5.0,6.0,CLIMAT,,
61036,Tillabery,2013,7,84.0,2.0,7.0,CLIMAT,,
61043,Tahoua,2013,7,47.0,1.0,7.0,CLIMAT,,
61045,Goure,2013,7,84.0,2.0,6.0,CLIMAT,,
61049,N Guigmi,2013,7,14.0,1.0,3.0,CLIMAT,,
61052,Niamey-Aero,2013,7,89.0,1.0,13.0,CLIMAT,,
61053,Dosso,2013,7,101.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2013,7,85.0,1.0,6.0,CLIMAT,,
61080,Maradi,2013,7,103.0,1.0,11.0,CLIMAT,,
61085,Diffa,2013,7,83.0,4.0,8.0,CLIMAT,,
61090,Zinder,2013,7,72.0,1.0,8.0,CLIMAT,,
61091,Magaria,2013,7,131.0,2.0,9.0,CLIMAT,,
61096,Maine-Soroa,2013,7,183.0,5.0,7.0,CLIMAT,,
61099,Gaya,2013,7,139.0,2.0,11.0,CLIMAT,,
61024,Agadez,2013,8,135.0,5.0,8.0,CLIMAT,,
61036,Tillabery,2013,8,303.0,5.0,16.0,CLIMAT,,
61043,Tahoua,2013,8,126.0,3.0,9.0,CLIMAT,,
61045,Goure,2013,8,200.0,6.0,14.0,CLIMAT,,
61049,N Guigmi,2013,8,140.0,4.0,11.0,CLIMAT,,
61052,Niamey-Aero,2013,8,300.0,5.0,17.0,CLIMAT,,
61053,Dosso,2013,8,281.0,,19.0,CLIMAT,,
61075,Birni-N Konni,2013,8,163.0,2.0,12.0,CLIMAT,,
61080,Maradi,2013,8,282.0,5.0,10.0,CLIMAT,,
61090,Zinder,2013,8,256.0,4.0,14.0,CLIMAT,,
61091,Magaria,2013,8,217.0,3.0,14.0,CLIMAT,,
61096,Maine-Soroa,2013,8,132.0,3.0,13.0,CLIMAT,,
61099,Gaya,2013,8,225.0,3.0,17.0,CLIMAT,,
61017,Bilma,2013,8,0.0,0.0,0.0,CLIMAT,,
61085,Diffa,2013,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2014,6,0.0,4.0,0.0,CLIMAT,,
61036,Tillabery,2014,6,50.0,3.0,5.0,CLIMAT,,
61043,Tahoua,2014,6,43.0,2.0,5.0,CLIMAT,,
61045,Goure,2014,6,12.0,2.0,1.0,CLIMAT,,
61049,N Guigmi,2014,6,0.0,3.0,1.0,CLIMAT,,
61052,Niamey-Aero,2014,6,48.0,2.0,3.0,CLIMAT,,
61053,Dosso,2014,6,53.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2014,6,55.0,3.0,7.0,CLIMAT,,
61080,Maradi,2014,6,20.0,1.0,5.0,CLIMAT,,
61085,Diffa,2014,6,2.0,1.0,1.0,CLIMAT,,
61091,Magaria,2014,6,9.0,1.0,6.0,CLIMAT,,
61099,Gaya,2014,6,87.0,2.0,8.0,CLIMAT,,
61024,Agadez,2014,6,0.0,0.0,0.0,CLIMAT,,
61090,Zinder,2014,6,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2014,7,0.0,3.0,0.0,CLIMAT,,
61045,Goure,2014,7,875.0,2.0,9.0,CLIMAT,,
61049,N Guigmi,2014,7,15.0,1.0,5.0,CLIMAT,,
61052,Niamey-Aero,2014,7,147.0,3.0,11.0,CLIMAT,,
61075,Birni-N Konni,2014,7,199.0,5.0,10.0,CLIMAT,,
61085,Diffa,2014,7,64.0,3.0,7.0,CLIMAT,,
61091,Magaria,2014,7,128.0,2.0,8.0,CLIMAT,,
61096,Maine-Soroa,2014,7,97.0,3.0,8.0,CLIMAT,,
61099,Gaya,2014,7,7.0,0.0,8.0,CLIMAT,,
61024,Agadez,2014,8,66.0,3.0,12.0,CLIMAT,,
61036,Tillabery,2014,8,151.0,3.0,9.0,CLIMAT,,
61043,Tahoua,2014,8,106.0,2.0,11.0,CLIMAT,,
61045,Goure,2014,8,96.0,2.0,8.0,CLIMAT,,
61052,Niamey-Aero,2014,8,227.0,4.0,12.0,CLIMAT,,
61053,Dosso,2014,8,230.0,,9.0,CLIMAT,,
61080,Maradi,2014,8,142.0,1.0,11.0,CLIMAT,,
61085,Diffa,2014,8,162.0,4.0,12.0,CLIMAT,,
61090,Zinder,2014,8,178.0,3.0,8.0,CLIMAT,,
61091,Magaria,2014,8,161.0,2.0,16.0,CLIMAT,,
61096,Maine-Soroa,2014,8,232.0,5.0,12.0,CLIMAT,,
61099,Gaya,2014,8,185.0,2.0,14.0,CLIMAT,,
61017,Bilma,2014,8,0.0,0.0,0.0,CLIMAT,,
61075,Birni-N Konni,2014,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2015,6,0.0,5.0,0.0,CLIMAT,,
61024,Agadez,2015,6,0.0,2.0,1.0,CLIMAT,,
61036,Tillabery,2015,6,74.0,4.0,5.0,CLIMAT,,
61045,Goure,2015,6,14.0,2.0,5.0,CLIMAT,,
61049,N Guigmi,2015,6,1.0,3.0,1.0,CLIMAT,,
61052,Niamey-Aero,2015,6,470.0,2.0,5.0,CLIMAT,,
61053,Dosso,2015,6,89.0,,4.0,CLIMAT,,
61075,Birni-N Konni,2015,6,57.0,3.0,8.0,CLIMAT,,
61080,Maradi,2015,6,18.0,1.0,4.0,CLIMAT,,
61085,Diffa,2015,6,9.0,2.0,2.0,CLIMAT,,
61090,Zinder,2015,6,39.0,3.0,4.0,CLIMAT,,
61091,Magaria,2015,6,33.0,2.0,7.0,CLIMAT,,
61096,Maine-Soroa,2015,6,4.0,1.0,1.0,CLIMAT,,
61099,Gaya,2015,6,40.0,1.0,5.0,CLIMAT,,
61017,Bilma,2015,7,0.0,3.0,2.0,CLIMAT,,
61036,Tillabery,2015,7,163.0,5.0,12.0,CLIMAT,,
61043,Tahoua,2015,7,73.0,1.0,8.0,CLIMAT,,
61049,N Guigmi,2015,7,427.0,3.0,8.0,CLIMAT,,
61052,Niamey-Aero,2015,7,196.0,4.0,12.0,CLIMAT,,
61075,Birni-N Konni,2015,7,115.0,2.0,8.0,CLIMAT,,
61085,Diffa,2015,7,42.0,1.0,11.0,CLIMAT,,
61090,Zinder,2015,7,97.0,2.0,12.0,CLIMAT,,
61091,Magaria,2015,7,183.0,4.0,14.0,CLIMAT,,
61096,Maine-Soroa,2015,7,100.0,3.0,10.0,CLIMAT,,
61099,Gaya,2015,7,159.0,3.0,11.0,CLIMAT,,
61017,Bilma,2015,8,7.0,3.0,2.0,CLIMAT,,
61024,Agadez,2015,8,115.0,5.0,8.0,CLIMAT,,
61036,Tillabery,2015,8,186.0,4.0,14.0,CLIMAT,,
61045,Goure,2015,8,134.0,3.0,10.0,CLIMAT,,
61049,N Guigmi,2015,8,167.0,4.0,6.0,CLIMAT,,
61052,Niamey-Aero,2015,8,141.0,2.0,14.0,CLIMAT,,
61053,Dosso,2015,8,185.0,,13.0,CLIMAT,,
61075,Birni-N Konni,2015,8,196.0,3.0,16.0,CLIMAT,,
61080,Maradi,2015,8,231.0,3.0,13.0,CLIMAT,,
61090,Zinder,2015,8,178.0,3.0,11.0,CLIMAT,,
61099,Gaya,2015,8,279.0,4.0,19.0,CLIMAT,,
61043,Tahoua,2015,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2016,6,0.0,5.0,0.0,CLIMAT,,
61024,Agadez,2016,6,30.0,5.0,4.0,CLIMAT,,
61036,Tillabery,2016,6,115.0,5.0,8.0,CLIMAT,,
61043,Tahoua,2016,6,396.0,2.0,3.0,CLIMAT,,
61045,Goure,2016,6,82.0,6.0,6.0,CLIMAT,,
61049,N Guigmi,2016,6,25.0,5.0,5.0,CLIMAT,,
61053,Dosso,2016,6,28.0,,5.0,CLIMAT,,
61075,Birni-N Konni,2016,6,73.0,4.0,10.0,CLIMAT,,
61080,Maradi,2016,6,36.0,2.0,4.0,CLIMAT,,
61085,Diffa,2016,6,88.0,6.0,5.0,CLIMAT,,
61090,Zinder,2016,6,31.0,3.0,5.0,CLIMAT,,
61091,Magaria,2016,6,156.0,6.0,10.0,CLIMAT,,
61096,Maine-Soroa,2016,6,58.0,5.0,6.0,CLIMAT,,
61052,Niamey-Aero,2016,6,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2016,7,3.0,4.0,2.0,CLIMAT,,
61024,Agadez,2016,7,83.0,5.0,7.0,CLIMAT,,
61036,Tillabery,2016,7,112.0,3.0,10.0,CLIMAT,,
61043,Tahoua,2016,7,117.0,3.0,11.0,CLIMAT,,
61045,Goure,2016,7,75.0,4.0,6.0,CLIMAT,,
61049,N Guigmi,2016,7,147.0,5.0,11.0,CLIMAT,,
61052,Niamey-Aero,2016,7,85.0,1.0,9.0,CLIMAT,,
61053,Dosso,2016,7,142.0,,12.0,CLIMAT,,
61075,Birni-N Konni,2016,7,161.0,4.0,12.0,CLIMAT,,
61080,Maradi,2016,7,198.0,4.0,9.0,CLIMAT,,
61085,Diffa,2016,7,106.0,4.0,10.0,CLIMAT,,
61090,Zinder,2016,7,91.0,1.0,11.0,CLIMAT,,
61096,Maine-Soroa,2016,7,120.0,3.0,10.0,CLIMAT,,
61017,Bilma,2016,8,12.0,4.0,1.0,CLIMAT,,
61024,Agadez,2016,8,44.0,2.0,12.0,CLIMAT,,
61043,Tahoua,2016,8,94.0,2.0,8.0,CLIMAT,,
61045,Goure,2016,8,220.0,5.0,14.0,CLIMAT,,
61049,N Guigmi,2016,8,109.0,5.0,11.0,CLIMAT,,
61075,Birni-N Konni,2016,8,126.0,2.0,10.0,CLIMAT,,
61080,Maradi,2016,8,217.0,3.0,14.0,CLIMAT,,
61085,Diffa,2016,8,157.0,4.0,8.0,CLIMAT,,
61091,Magaria,2016,8,138.0,1.0,11.0,CLIMAT,,
61096,Maine-Soroa,2016,8,239.0,5.0,11.0,CLIMAT,,
61099,Gaya,2016,8,228.0,3.0,14.0,CLIMAT,,
61090,Zinder,2016,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2017,6,0.0,5.0,0.0,CLIMAT,,
61024,Agadez,2017,6,23.0,5.0,4.0,CLIMAT,,
61036,Tillabery,2017,6,58.0,3.0,4.0,CLIMAT,,
61043,Tahoua,2017,6,141.0,5.0,6.0,CLIMAT,,
61049,N Guigmi,2017,6,40.0,5.0,4.0,CLIMAT,,
61053,Dosso,2017,6,73.0,,6.0,CLIMAT,,
61075,Birni-N Konni,2017,6,58.0,3.0,8.0,CLIMAT,,
61085,Diffa,2017,6,72.0,5.0,5.0,CLIMAT,,
61091,Magaria,2017,6,139.0,5.0,7.0,CLIMAT,,
61099,Gaya,2017,6,120.0,3.0,12.0,CLIMAT,,
61080,Maradi,2017,6,0.0,0.0,0.0,CLIMAT,,
61096,Maine-Soroa,2017,6,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2017,7,0.0,3.0,0.0,CLIMAT,,
61024,Agadez,2017,7,37.0,3.0,6.0,CLIMAT,,
61036,Tillabery,2017,7,94.0,2.0,13.0,CLIMAT,,
61043,Tahoua,2017,7,105.0,3.0,10.0,CLIMAT,,
61045,Goure,2017,7,100.0,3.0,9.0,CLIMAT,,
61049,N Guigmi,2017,7,52.0,3.0,4.0,CLIMAT,,
61053,Dosso,2017,7,263.0,,11.0,CLIMAT,,
61075,Birni-N Konni,2017,7,131.0,3.0,10.0,CLIMAT,,
61080,Maradi,2017,7,270.0,5.0,9.0,CLIMAT,,
61085,Diffa,2017,7,89.0,4.0,6.0,CLIMAT,,
61090,Zinder,2017,7,132.0,3.0,10.0,CLIMAT,,
61091,Magaria,2017,7,135.0,2.0,6.0,CLIMAT,,
61096,Maine-Soroa,2017,7,118.0,4.0,6.0,CLIMAT,,
61099,Gaya,2017,7,194.0,4.0,12.0,CLIMAT,,
61017,Bilma,2017,8,2.0,1.0,1.0,CLIMAT,,
61024,Agadez,2017,8,37.0,2.0,6.0,CLIMAT,,
61036,Tillabery,2017,8,176.0,3.0,13.0,CLIMAT,,
61043,Tahoua,2017,8,32.0,0.0,5.0,CLIMAT,,
61045,Goure,2017,8,128.0,3.0,34.0,CLIMAT,,
61049,N Guigmi,2017,8,71.0,5.0,3.0,CLIMAT,,
61052,Niamey-Aero,2017,8,210.0,4.0,17.0,CLIMAT,,
61053,Dosso,2017,8,117.0,,8.0,CLIMAT,,
61075,Birni-N Konni,2017,8,119.0,1.0,8.0,CLIMAT,,
61080,Maradi,2017,8,128.0,3.0,9.0,CLIMAT,,
61090,Zinder,2017,8,249.0,4.0,13.0,CLIMAT,,
61091,Magaria,2017,8,232.0,3.0,11.0,CLIMAT,,
61099,Gaya,2017,8,397.0,5.0,16.0,CLIMAT,,
61024,Agadez,2018,6,5.0,3.0,3.0,CLIMAT,,
61043,Tahoua,2018,6,29.0,2.0,6.0,CLIMAT,,
61045,Goure,2018,6,89.0,6.0,6.0,CLIMAT,,
61049,N Guigmi,2018,6,75.0,5.0,3.0,CLIMAT,,
61052,Niamey-Aero,2018,6,34.0,1.0,5.0,CLIMAT,,
61053,Dosso,2018,6,42.0,,5.0,CLIMAT,,
61075,Birni-N Konni,2018,6,31.0,2.0,5.0,CLIMAT,,
61080,Maradi,2018,6,91.0,5.0,8.0,CLIMAT,,
61085,Diffa,2018,6,72.0,6.0,6.0,CLIMAT,,
61090,Zinder,2018,6,47.0,3.0,8.0,CLIMAT,,
61096,Maine-Soroa,2018,6,88.0,5.0,5.0,CLIMAT,,
61099,Gaya,2018,6,149.0,4.0,8.0,CLIMAT,,
61017,Bilma,2018,7,2.0,4.0,1.0,CLIMAT,,
61024,Agadez,2018,7,1083.0,5.0,9.0,CLIMAT,,
61036,Tillabery,2018,7,151.0,4.0,8.0,CLIMAT,,
61043,Tahoua,2018,7,115.0,3.0,7.0,CLIMAT,,
61045,Goure,2018,7,75.0,1.0,7.0,CLIMAT,,
61049,N Guigmi,2018,7,85.0,4.0,8.0,CLIMAT,,
61052,Niamey-Aero,2018,7,130.0,2.0,7.0,CLIMAT,,
61075,Birni-N Konni,2018,7,90.0,1.0,7.0,CLIMAT,,
61080,Maradi,2018,7,162.0,4.0,8.0,CLIMAT,,
61085,Diffa,2018,7,24.0,1.0,7.0,CLIMAT,,
61090,Zinder,2018,7,245.0,5.0,13.0,CLIMAT,,
61091,Magaria,2018,7,228.0,4.0,13.0,CLIMAT,,
61096,Maine-Soroa,2018,7,75.0,2.0,6.0,CLIMAT,,
61099,Gaya,2018,7,318.0,6.0,15.0,CLIMAT,,
61053,Dosso,2018,7,0.0,0.0,0.0,CLIMAT,,
61024,Agadez,2019,7,63.0,5.0,8.0,CLIMAT,,
61036,Tillabery,2019,7,79.0,2.0,7.0,CLIMAT,,
61043,Tahoua,2019,7,49.0,1.0,7.0,CLIMAT,,
61045,Goure,2019,7,98.0,2.0,7.0,CLIMAT,,
61049,N Guigmi,2019,7,25.0,2.0,4.0,CLIMAT,,
61052,Niamey-Aero,2019,7,107.0,2.0,10.0,CLIMAT,,
61075,Birni-N Konni,2019,7,99.0,2.0,8.0,CLIMAT,,
61080,Maradi,2019,7,108.0,2.0,9.0,CLIMAT,,
61085,Diffa,2019,7,139.0,5.0,10.0,CLIMAT,,
61090,Zinder,2019,7,131.0,3.0,13.0,CLIMAT,,
61091,Magaria,2019,7,226.0,4.0,11.0,CLIMAT,,
61096,Maine-Soroa,2019,7,129.0,4.0,6.0,CLIMAT,,
61017,Bilma,2019,7,0.0,0.0,0.0,CLIMAT,,
61053,Dosso,2019,7,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2019,8,40.0,5.0,2.0,CLIMAT,,
61024,Agadez,2019,8,134.0,5.0,15.0,CLIMAT,,
61036,Tillabery,2019,8,182.0,4.0,17.0,CLIMAT,,
61043,Tahoua,2019,8,119.0,3.0,9.0,CLIMAT,,
61045,Goure,2019,8,388.0,5.0,12.0,CLIMAT,,
61049,N Guigmi,2019,8,143.0,4.0,15.0,CLIMAT,,
61052,Niamey-Aero,2019,8,123.0,1.0,9.0,CLIMAT,,
61053,Dosso,2019,8,179.0,,13.0,CLIMAT,,
61075,Birni-N Konni,2019,8,103.0,1.0,9.0,CLIMAT,,
61080,Maradi,2019,8,252.0,4.0,12.0,CLIMAT,,
61085,Diffa,2019,8,160.0,4.0,16.0,CLIMAT,,
61090,Zinder,2019,8,222.0,4.0,17.0,CLIMAT,,
61091,Magaria,2019,8,251.0,4.0,15.0,CLIMAT,,
61096,Maine-Soroa,2019,8,245.0,6.0,13.0,CLIMAT,,
61099,Gaya,2019,8,255.0,4.0,15.0,CLIMAT,,
61017,Bilma,2020,6,0.0,4.0,0.0,CLIMAT,,
61024,Agadez,2020,6,32.0,5.0,3.0,CLIMAT,,
61036,Tillabery,2020,6,46.0,3.0,6.0,CLIMAT,,
61043,Tahoua,2020,6,42.0,2.0,4.0,CLIMAT,,
61045,Goure,2020,6,6.0,2.0,3.0,CLIMAT,,
61049,N Guigmi,2020,6,0.0,5.0,0.0,CLIMAT,,
61053,Dosso,2020,6,59.0,,6.0,CLIMAT,,
61075,Birni-N Konni,2020,6,97.0,4.0,8.0,CLIMAT,,
61080,Maradi,2020,6,78.0,4.0,8.0,CLIMAT,,
61085,Diffa,2020,6,0.0,5.0,0.0,CLIMAT,,
61090,Zinder,2020,6,22.0,2.0,4.0,CLIMAT,,
61091,Magaria,2020,6,28.0,2.0,5.0,CLIMAT,,
61096,Maine-Soroa,2020,6,5.0,1.0,1.0,CLIMAT,,
61099,Gaya,2020,6,69.0,1.0,3.0,CLIMAT,,
