wmo_id,name,year,month,precip_mm,quintile,n_rain_days,source,lat,lon
61017,Bilma,2020,7,0.0,3.0,0.0,CLIMAT,,
61024,Agadez,2020,7,60.0,4.0,9.0,CLIMAT,,
61036,Tillabery,2020,7,115.0,3.0,10.0,CLIMAT,,
61043,Tahoua,2020,7,165.0,5.0,8.0,CLIMAT,,
61045,Goure,2020,7,155.0,5.0,5.0,CLIMAT,,
61052,Niamey-Aero,2020,7,174.0,3.0,10.0,CLIMAT,,
61053,Dosso,2020,7,205.0,,9.0,CLIMAT,,
61080,Maradi,2020,7,209.0,5.0,9.0,CLIMAT,,
61090,Zinder,2020,7,265.0,5.0,18.0,CLIMAT,,
61091,Magaria,2020,7,321.0,5.0,15.0,CLIMAT,,
61096,Maine-Soroa,2020,7,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2020,8,8.0,4.0,2.0,CLIMAT,,
61024,Agadez,2020,8,113.0,5.0,10.0,CLIMAT,,
61043,Tahoua,2020,8,196.0,5.0,13.0,CLIMAT,,
61045,Goure,2020,8,111.0,2.0,7.0,CLIMAT,,
61049,N Guigmi,2020,8,203.0,5.0,9.0,CLIMAT,,
61053,Dosso,2020,8,305.0,,16.0,CLIMAT,,
61075,Birni-N Konni,2020,8,223.0,4.0,10.0,CLIMAT,,
61080,Maradi,2020,8,238.0,4.0,12.0,CLIMAT,,
61085,Diffa,2020,8,225.0,5.0,17.0,CLIMAT,,
61090,Zinder,2020,8,179.0,3.0,16.0,CLIMAT,,
61091,Magaria,2020,8,260.0,4.0,13.0,CLIMAT,,
61096,Maine-Soroa,2020,8,227.0,4.0,10.0,CLIMAT,,
61099,Gaya,2020,8,462.0,6.0,19.0,CLIMAT,,
61036,Tillabery,2020,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2021,6,0.0,3.0,0.0,CLIMAT,,
61036,Tillabery,2021,6,3.0,2.0,9.0,CLIMAT,,
61043,Tahoua,2021,6,54.0,4.0,5.0,CLIMAT,,
61045,Goure,2021,6,19.0,2.0,5.0,CLIMAT,,
61052,Niamey-Aero,2021,6,46.0,1.0,5.0,CLIMAT,,
61053,Dosso,2021,6,73.0,,4.0,CLIMAT,,
61075,Birni-N Konni,2021,6,51.0,6.0,4.0,CLIMAT,,
61080,Maradi,2021,6,46.0,2.0,6.0,CLIMAT,,
61085,Diffa,2021,6,13.0,3.0,3.0,CLIMAT,,
61090,Zinder,2021,6,19.0,2.0,7.0,CLIMAT,,
61091,Magaria,2021,6,24.0,2.0,2.0,CLIMAT,,
61096,Maine-Soroa,2021,6,22.0,2.0,6.0,CLIMAT,,
61024,Agadez,2021,6,0.0,0.0,0.0,CLIMAT,,
61052,Niamey-Aero,2021,7,102.0,6.0,9.0,CLIMAT,,
61017,Bilma,2021,8,4.0,3.0,1.0,CLIMAT,,
61024,Agadez,2021,8,56.0,3.0,7.0,CLIMAT,,
61036,Tillabery,2021,8,159.0,3.0,9.0,CLIMAT,,
61043,Tahoua,2021,8,172.0,6.0,14.0,CLIMAT,,
61049,N Guigmi,2021,8,530.0,1.0,7.0,CLIMAT,,
61052,Niamey-Aero,2021,8,160.0,6.0,7.0,CLIMAT,,
61053,Dosso,2021,8,155.0,,14.0,CLIMAT,,
61080,Maradi,2021,8,194.0,2.0,12.0,CLIMAT,,
61085,Diffa,2021,8,106.0,3.0,10.0,CLIMAT,,
61091,Magaria,2021,8,206.0,3.0,16.0,CLIMAT,,
61096,Maine-Soroa,2021,8,108.0,2.0,9.0,CLIMAT,,
61099,Gaya,2021,8,307.0,5.0,18.0,CLIMAT,,
61075,Birni-N Konni,2021,8,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2022,6,0.0,5.0,0.0,CLIMAT,,
61024,Agadez,2022,6,12.0,4.0,3.0,CLIMAT,,
61036,Tillabery,2022,6,61.0,4.0,4.0,CLIMAT,,
61043,Tahoua,2022,6,31.0,2.0,5.0,CLIMAT,,
61045,Goure,2022,6,47.0,5.0,5.0,CLIMAT,,
61049,N Guigmi,2022,6,0.0,3.0,0.0,CLIMAT,,
61052,Niamey-Aero,2022,6,45.0,,5.0,CLIMAT,,
61053,Dosso,2022,6,82.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2022,6,726.0,4.0,8.0,CLIMAT,,
61080,Maradi,2022,6,53.0,3.0,4.0,CLIMAT,,
61085,Diffa,2022,6,36.0,1.0,3.0,CLIMAT,,
61090,Zinder,2022,6,51.0,2.0,6.0,CLIMAT,,
61091,Magaria,2022,6,84.0,4.0,6.0,CLIMAT,,
61096,Maine-Soroa,2022,6,29.0,3.0,3.0,CLIMAT,,
61099,Gaya,2022,6,163.0,5.0,10.0,CLIMAT,,
61017,Bilma,2022,7,0.0,3.0,15.0,CLIMAT,,
61024,Agadez,2022,7,82.0,5.0,7.0,CLIMAT,,
61036,Tillabery,2022,7,107.0,2.0,10.0,CLIMAT,,
61043,Tahoua,2022,7,64.0,1.0,6.0,CLIMAT,,
61045,Goure,2022,7,146.0,4.0,8.0,CLIMAT,,
61049,N Guigmi,2022,7,56.0,3.0,9.0,CLIMAT,,
61052,Niamey-Aero,2022,7,39.0,,5.0,CLIMAT,,
61053,Dosso,2022,7,87.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2022,7,105.0,2.0,7.0,CLIMAT,,
61080,Maradi,2022,7,103.0,1.0,11.0,CLIMAT,,
61085,Diffa,2022,7,185.0,5.0,11.0,CLIMAT,,
61090,Zinder,2022,7,185.0,4.0,11.0,CLIMAT,,
61096,Maine-Soroa,2022,7,237.0,6.0,11.0,CLIMAT,,
61099,Gaya,2022,7,264.0,5.0,16.0,CLIMAT,,
61091,Magaria,2022,7,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2022,8,12.0,4.0,15.0,CLIMAT,,
61024,Agadez,2022,8,97.0,4.0,10.0,CLIMAT,,
61036,Tillabery,2022,8,167.0,3.0,12.0,CLIMAT,,
61043,Tahoua,2022,8,142.0,3.0,9.0,CLIMAT,,
61049,N Guigmi,2022,8,131.0,4.0,10.0,CLIMAT,,
61052,Niamey-Aero,2022,8,238.0,4.0,16.0,CLIMAT,,
61053,Dosso,2022,8,276.0,,14.0,CLIMAT,,
61075,Birni-N Konni,2022,8,188.0,2.0,10.0,CLIMAT,,
61080,Maradi,2022,8,271.0,4.0,18.0,CLIMAT,,
61085,Diffa,2022,8,234.0,5.0,12.0,CLIMAT,,
61090,Zinder,2022,8,279.0,4.0,11.0,CLIMAT,,
61091,Magaria,2022,8,311.0,5.0,18.0,CLIMAT,,
61096,Maine-Soroa,2022,8,255.0,5.0,14.0,CLIMAT,,
61099,Gaya,2022,8,249.0,4.0,16.0,CLIMAT,,
61017,Bilma,2023,6,4.0,5.0,1.0,CLIMAT,,
61024,Agadez,2023,6,8.0,4.0,2.0,CLIMAT,,
61036,Tillabery,2023,6,66.0,4.0,8.0,CLIMAT,,
61043,Tahoua,2023,6,64.0,4.0,5.0,CLIMAT,,
61045,Goure,2023,6,110.0,6.0,8.0,CLIMAT,,
61049,N Guigmi,2023,6,58.0,5.0,6.0,CLIMAT,,
61052,Niamey-Aero,2023,6,93.0,0.0,5.0,CLIMAT,,
61053,Dosso,2023,6,132.0,,5.0,CLIMAT,,
61075,Birni-N Konni,2023,6,31.0,1.0,3.0,CLIMAT,,
61080,Maradi,2023,6,73.0,6.0,6.0,CLIMAT,,
61090,Zinder,2023,6,93.0,5.0,8.0,CLIMAT,,
61091,Magaria,2023,6,113.0,5.0,8.0,CLIMAT,,
61096,Maine-Soroa,2023,6,67.0,5.0,5.0,CLIMAT,,
61099,Gaya,2023,6,82.0,2.0,8.0,CLIMAT,,
61085,Diffa,2023,6,0.0,0.0,0.0,CLIMAT,,
61024,Agadez,2023,7,5.0,1.0,1.0,CLIMAT,,
61036,Tillabery,2023,7,118.0,3.0,12.0,CLIMAT,,
61043,Tahoua,2023,7,92.0,2.0,9.0,CLIMAT,,
61052,Niamey-Aero,2023,7,185.0,4.0,10.0,CLIMAT,,
61053,Dosso,2023,7,80.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2023,7,211.0,5.0,9.0,CLIMAT,,
61080,Maradi,2023,7,163.0,6.0,9.0,CLIMAT,,
61085,Diffa,2023,7,53.0,5.0,4.0,CLIMAT,,
61090,Zinder,2023,7,255.0,5.0,11.0,CLIMAT,,
61091,Magaria,2023,7,207.0,4.0,9.0,CLIMAT,,
61096,Maine-Soroa,2023,7,91.0,2.0,8.0,CLIMAT,,
61099,Gaya,2023,7,98.0,1.0,10.0,CLIMAT,,
61017,Bilma,2023,7,0.0,0.0,0.0,CLIMAT,,
61045,Goure,2023,7,0.0,0.0,0.0,CLIMAT,,
61049,N Guigmi,2023,7,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2023,8,0.0,2.0,0.0,CLIMAT,,
61024,Agadez,2023,8,65.0,3.0,8.0,CLIMAT,,
61036,Tillabery,2023,8,128.0,2.0,10.0,CLIMAT,,
61043,Tahoua,2023,8,149.0,4.0,11.0,CLIMAT,,
61045,Goure,2023,8,184.0,4.0,7.0,CLIMAT,,
61049,N Guigmi,2023,8,98.0,3.0,7.0,CLIMAT,,
61052,Niamey-Aero,2023,8,73.0,0.0,11.0,CLIMAT,,
61053,Dosso,2023,8,139.0,,9.0,CLIMAT,,
61075,Birni-N Konni,2023,8,134.0,1.0,11.0,CLIMAT,,
61080,Maradi,2023,8,129.0,6.0,13.0,CLIMAT,,
61085,Diffa,2023,8,165.0,4.0,8.0,CLIMAT,,
61090,Zinder,2023,8,93.0,1.0,5.0,CLIMAT,,
61091,Magaria,2023,8,167.0,2.0,11.0,CLIMAT,,
61096,Maine-Soroa,2023,8,150.0,3.0,9.0,CLIMAT,,
61099,Gaya,2023,8,334.0,6.0,19.0,CLIMAT,,
61017,Bilma,2024,7,1.0,3.0,1.0,CLIMAT,,
61024,Agadez,2024,7,86.0,5.0,9.0,CLIMAT,,
61036,Tillabery,2024,7,237.0,5.0,13.0,CLIMAT,,
61043,Tahoua,2024,7,121.0,6.0,9.0,CLIMAT,,
61045,Goure,2024,7,168.0,5.0,10.0,CLIMAT,,
61049,N Guigmi,2024,7,197.0,6.0,6.0,CLIMAT,,
61052,Niamey-Aero,2024,7,194.0,5.0,9.0,CLIMAT,,
61053,Dosso,2024,7,204.0,,9.0,CLIMAT,,
61075,Birni-N Konni,2024,7,198.0,5.0,8.0,CLIMAT,,
61080,Maradi,2024,7,199.0,6.0,9.0,CLIMAT,,
61085,Diffa,2024,7,157.0,3.0,9.0,CLIMAT,,
61090,Zinder,2024,7,211.0,5.0,10.0,CLIMAT,,
61091,Magaria,2024,7,174.0,3.0,12.0,CLIMAT,,
61096,Maine-Soroa,2024,7,124.0,4.0,8.0,CLIMAT,,
61099,Gaya,2024,7,188.0,4.0,12.0,CLIMAT,,
61017,Bilma,2024,8,62.0,5.0,6.0,CLIMAT,,
61024,Agadez,2024,8,93.0,4.0,14.0,CLIMAT,,
61036,Tillabery,2024,8,359.0,5.0,13.0,CLIMAT,,
61043,Tahoua,2024,8,227.0,6.0,11.0,CLIMAT,,
61045,Goure,2024,8,194.0,5.0,13.0,CLIMAT,,
61049,N Guigmi,2024,8,273.0,5.0,11.0,CLIMAT,,
61052,Niamey-Aero,2024,8,181.0,3.0,16.0,CLIMAT,,
61053,Dosso,2024,8,314.0,,15.0,CLIMAT,,
61075,Birni-N Konni,2024,8,119.0,3.0,7.0,CLIMAT,,
61080,Maradi,2024,8,303.0,6.0,13.0,CLIMAT,,
61085,Diffa,2024,8,246.0,5.0,3.0,CLIMAT,,
61090,Zinder,2024,8,419.0,5.0,19.0,CLIMAT,,
61091,Magaria,2024,8,363.0,5.0,17.0,CLIMAT,,
61096,Maine-Soroa,2024,8,119.0,2.0,17.0,CLIMAT,,
61099,Gaya,2024,8,458.0,6.0,14.0,CLIMAT,,
61017,Bilma,2025,6,0.0,4.0,0.0,CLIMAT,,
61024,Agadez,2025,6,4.0,2.0,1.0,CLIMAT,,
61036,Tillabery,2025,6,32.0,2.0,7.0,CLIMAT,,
61043,Tahoua,2025,6,93.0,5.0,6.0,CLIMAT,,
61045,Goure,2025,6,48.0,4.0,4.0,CLIMAT,,
61049,N Guigmi,2025,6,16.0,5.0,2.0,CLIMAT,,
61052,Niamey-Aero,2025,6,118.0,5.0,9.0,CLIMAT,,
61053,Dosso,2025,6,89.0,,7.0,CLIMAT,,
61075,Birni-N Konni,2025,6,35.0,1.0,5.0,CLIMAT,,
61080,Maradi,2025,6,95.0,6.0,4.0,CLIMAT,,
61085,Diffa,2025,6,89.0,2.0,3.0,CLIMAT,,
61090,Zinder,2025,6,41.0,3.0,5.0,CLIMAT,,
61091,Magaria,2025,6,83.0,4.0,4.0,CLIMAT,,
61096,Maine-Soroa,2025,6,112.0,6.0,3.0,CLIMAT,,
61099,Gaya,2025,6,35.0,1.0,5.0,CLIMAT,,
61017,Bilma,2025,7,0.0,3.0,23.0,CLIMAT,,
61024,Agadez,2025,7,72.0,5.0,4.0,CLIMAT,,
61036,Tillabery,2025,7,189.0,5.0,10.0,CLIMAT,,
61043,Tahoua,2025,7,90.0,6.0,8.0,CLIMAT,,
61045,Goure,2025,7,142.0,5.0,8.0,CLIMAT,,
61049,N Guigmi,2025,7,52.0,3.0,6.0,CLIMAT,,
61052,Niamey-Aero,2025,7,168.0,4.0,9.0,CLIMAT,,
61053,Dosso,2025,7,137.0,,11.0,CLIMAT,,
61075,Birni-N Konni,2025,7,88.0,1.0,6.0,CLIMAT,,
61080,Maradi,2025,7,234.0,6.0,11.0,CLIMAT,,
61085,Diffa,2025,7,88.0,3.0,6.0,CLIMAT,,
61090,Zinder,2025,7,242.0,5.0,12.0,CLIMAT,,
61091,Magaria,2025,7,172.0,3.0,6.0,CLIMAT,,
61096,Maine-Soroa,2025,7,83.0,2.0,8.0,CLIMAT,,
61099,Gaya,2025,7,292.0,6.0,15.0,CLIMAT,,
61017,Bilma,2026,6,0.0,4.0,0.0,CLIMAT,,
61024,Agadez,2026,6,24.0,5.0,3.0,CLIMAT,,
61036,Tillabery,2026,6,138.0,5.0,8.0,CLIMAT,,
61043,Tahoua,2026,6,43.0,2.0,7.0,CLIMAT,,
61045,Goure,2026,6,53.0,4.0,4.0,CLIMAT,,
61049,N Guigmi,2026,6,0.0,5.0,0.0,CLIMAT,,
61052,Niamey-Aero,2026,6,139.0,5.0,9.0,CLIMAT,,
61053,Dosso,2026,6,118.0,6.0,7.0,CLIMAT,,
61075,Birni-N Konni,2026,6,71.0,4.0,8.0,CLIMAT,,
61085,Diffa,2026,6,12.0,2.0,4.0,CLIMAT,,
61090,Zinder,2026,6,99.0,5.0,8.0,CLIMAT,,
61091,Magaria,2026,6,61.0,4.0,7.0,CLIMAT,,
61096,Maine-Soroa,2026,6,57.0,5.0,5.0,CLIMAT,,
61099,Gaya,2026,6,163.0,6.0,7.0,CLIMAT,,
61080,Maradi,2026,6,0.0,0.0,0.0,CLIMAT,,
61017,Bilma,2026,7,2.0,4.0,1.0,CLIMAT,,
61024,Agadez,2026,7,26.0,2.0,7.0,CLIMAT,,
61036,Tillabery,2026,7,172.0,5.0,5.0,CLIMAT,,
61043,Tahoua,2026,7,128.0,6.0,14.0,CLIMAT,,
61045,Goure,2026,7,93.0,4.0,8.0,CLIMAT,,
61049,N Guigmi,2026,7,75.0,4.0,4.0,CLIMAT,,
61052,Niamey-Aero,2026,7,144.0,3.0,8.0,CLIMAT,,
61053,Dosso,2026,7,142.0,6.0,9.0,CLIMAT,,
61075,Birni-N Konni,2026,7,141.0,3.0,9.0,CLIMAT,,
61080,Maradi,2026,7,187.0,5.0,11.0,CLIMAT,,
61085,Diffa,2026,7,447.0,5.0,4.0,CLIMAT,,
61090,Zinder,2026,7,112.0,2.0,7.0,CLIMAT,,
61091,Magaria,2026,7,125.0,2.0,7.0,CLIMAT,,
61096,Maine-Soroa,2026,7,33.0,0.0,4.0,CLIMAT,,
61099,Gaya,2026,7,121.0,6.0,9.0,CLIMAT,,
